equipment_port_last,equipment_port_next,equipment_type,queue_id,process_time,allocate_rule,parcel_type,sorter_zone,dest_type,inserted_on,modified_on
a1_1,m4_2,m,a1_m4,12.98,,,AM1,,,
a1_10,m4_8,m,a1_m4,12.98,,,AM1,,,
a1_11,m4_8,m,a1_m4,12.98,,,AM1,,,
a1_12,m4_8,m,a1_m4,12.98,,,AM1,,,
a1_2,m4_2,m,a1_m4,12.98,,,AM1,,,
a1_3,m4_2,m,a1_m4,12.98,,,AM1,,,
a1_4,m4_4,m,a1_m4,12.98,,,AM1,,,
a1_5,m4_4,m,a1_m4,12.98,,,AM1,,,
a1_6,m4_4,m,a1_m4,12.98,,,AM1,,,
a1_7,m4_6,m,a1_m4,12.98,,,AM1,,,
a1_8,m4_6,m,a1_m4,12.98,,,AM1,,,
a1_9,m4_6,m,a1_m4,12.98,,,AM1,,,
a2_1,m4_1,m,a2_m4,14.31,,,AM1,,,
a2_10,m4_7,m,a2_m4,14.31,,,AM1,,,
a2_11,m4_7,m,a2_m4,14.31,,,AM1,,,
a2_12,m4_7,m,a2_m4,14.31,,,AM1,,,
a2_2,m4_1,m,a2_m4,14.31,,,AM1,,,
a2_3,m4_1,m,a2_m4,14.31,,,AM1,,,
a2_4,m4_3,m,a2_m4,14.31,,,AM1,,,
a2_5,m4_3,m,a2_m4,14.31,,,AM1,,,
a2_6,m4_3,m,a2_m4,14.31,,,AM1,,,
a2_7,m4_5,m,a2_m4,14.31,,,AM1,,,
a2_8,m4_5,m,a2_m4,14.31,,,AM1,,,
a2_9,m4_5,m,a2_m4,14.31,,,AM1,,,
c10_1,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_1,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_10,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_10,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_100,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_100,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_101,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_101,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_102,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_102,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_103,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_103,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_104,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_104,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_11,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_11,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_12,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_12,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_13,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_13,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_14,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_14,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_15,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_15,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_16,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_16,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_17,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_17,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_18,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_18,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_19,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_19,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_2,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_2,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_20,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_20,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_21,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_21,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_22,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_22,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_23,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_23,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_24,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_24,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_25,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_25,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_26,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_26,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_27,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_27,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_28,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_28,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_29,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_29,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_3,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_3,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_30,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_30,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_31,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_31,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_32,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_32,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_33,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_33,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_34,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_34,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_35,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_35,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_36,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_36,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_37,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_37,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_38,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_38,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_39,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_39,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_4,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_4,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_40,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_40,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_41,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_41,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_42,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_42,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_43,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_43,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_44,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_44,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_45,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_45,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_46,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_46,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_47,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_47,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_48,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_48,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_49,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_49,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_5,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_5,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_50,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_50,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_51,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_51,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_52,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_52,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_53,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_53,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_54,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_54,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_55,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_55,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_56,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_56,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_57,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_57,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_58,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_58,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_59,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_59,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_6,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_6,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_60,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_60,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_61,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_61,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_62,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_62,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_63,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_63,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_64,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_64,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_65,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_65,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_66,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_66,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_67,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_67,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_68,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_68,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_69,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_69,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_7,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_7,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_70,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_70,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_71,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_71,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_72,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_72,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_73,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_73,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_74,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_74,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_75,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_75,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_76,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_76,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_77,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_77,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_78,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_78,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_79,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_79,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_8,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_8,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_80,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_80,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_81,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_81,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_82,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_82,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_83,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_83,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_84,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_84,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_85,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_85,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_86,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_86,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_87,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_87,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_88,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_88,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_89,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_89,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_9,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_9,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_90,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_90,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_91,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_91,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_92,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_92,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_93,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_93,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_94,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_94,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_95,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_95,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_96,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_96,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_97,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_97,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_98,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_98,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c10_99,x3_1,x,c10_x3,41.95,OD,Small,LS1,,,
c10_99,x9_1,x,c10_x9,48.37,OD,Small,LS2,,,
c11_1,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_10,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_100,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_101,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_102,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_103,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_104,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_11,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_12,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_13,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_14,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_15,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_16,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_17,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_18,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_19,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_2,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_20,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_21,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_22,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_23,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_24,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_25,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_26,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_27,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_28,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_29,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_3,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_30,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_31,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_32,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_33,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_34,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_35,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_36,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_37,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_38,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_39,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_4,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_40,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_41,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_42,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_43,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_44,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_45,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_46,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_47,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_48,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_49,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_5,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_50,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_51,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_52,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_53,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_54,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_55,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_56,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_57,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_58,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_59,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_6,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_60,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_61,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_62,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_63,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_64,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_65,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_66,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_67,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_68,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_69,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_7,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_70,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_71,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_72,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_73,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_74,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_75,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_76,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_77,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_78,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_79,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_8,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_80,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_81,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_82,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_83,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_84,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_85,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_86,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_87,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_88,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_89,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_9,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_90,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_91,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_92,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_93,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_94,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_95,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_96,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_97,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_98,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c11_99,x3_1,x,c11_x3,72.3,,Small,LS1,,,
c12_1,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_10,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_100,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_101,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_102,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_103,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_104,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_11,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_12,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_13,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_14,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_15,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_16,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_17,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_18,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_19,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_2,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_20,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_21,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_22,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_23,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_24,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_25,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_26,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_27,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_28,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_29,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_3,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_30,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_31,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_32,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_33,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_34,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_35,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_36,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_37,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_38,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_39,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_4,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_40,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_41,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_42,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_43,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_44,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_45,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_46,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_47,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_48,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_49,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_5,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_50,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_51,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_52,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_53,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_54,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_55,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_56,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_57,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_58,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_59,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_6,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_60,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_61,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_62,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_63,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_64,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_65,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_66,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_67,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_68,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_69,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_7,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_70,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_71,x3_1,x,c12_x3,30.64,,Small,LS1,,,
c12_72,x3_1,x,c12_x3,30.64,,Small,LS1,,,
