equipment_port_last,equipment_port_next,equipment_type,queue_id,process_time,allocate_rule,parcel_type,sorter_zone,dest_type,inserted_on,modified_on
i13_2,c10_11,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_12,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_13,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_14,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_15,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_16,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_17,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_18,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_19,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_2,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_20,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_21,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_22,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_23,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_24,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_25,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_26,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_27,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_28,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_29,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_3,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_30,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_31,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_32,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_33,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_34,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_35,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_36,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_37,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_38,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_39,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_4,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_40,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_41,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_42,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_43,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_44,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_45,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_46,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_47,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_48,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_49,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_5,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_50,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_51,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_52,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_53,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_54,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_55,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_56,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_57,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_58,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_59,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_6,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_60,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_61,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_62,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_63,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_64,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_65,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_66,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_67,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_68,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_69,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_7,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_70,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_71,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_72,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_73,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_74,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_75,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_76,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_77,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_78,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_79,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_8,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_80,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_81,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_82,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_83,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_84,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_85,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_86,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_87,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_88,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_89,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_9,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_90,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_91,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_92,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_93,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_94,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_95,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_96,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_97,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_98,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c10_99,c,i13_c10,166.64,OD,Small,MS3,,,
i13_2,c11_1,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_10,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_100,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_101,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_102,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_103,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_104,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_11,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_12,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_13,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_14,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_15,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_16,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_17,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_18,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_19,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_2,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_20,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_21,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_22,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_23,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_24,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_25,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_26,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_27,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_28,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_29,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_3,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_30,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_31,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_32,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_33,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_34,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_35,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_36,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_37,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_38,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_39,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_4,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_40,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_41,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_42,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_43,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_44,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_45,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_46,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_47,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_48,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_49,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_5,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_50,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_51,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_52,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_53,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_54,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_55,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_56,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_57,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_58,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_59,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_6,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_60,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_61,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_62,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_63,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_64,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_65,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_66,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_67,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_68,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_69,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_7,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_70,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_71,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_72,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_73,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_74,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_75,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_76,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_77,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_78,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_79,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_8,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_80,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_81,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_82,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_83,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_84,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_85,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_86,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_87,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_88,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_89,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_9,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_90,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_91,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_92,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_93,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_94,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_95,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_96,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_97,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_98,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c11_99,c,i13_c11,83.32,OD,Small,MS3,,,
i13_2,c12_1,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_10,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_100,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_101,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_102,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_103,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_104,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_11,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_12,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_13,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_14,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_15,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_16,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_17,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_18,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_19,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_2,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_20,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_21,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_22,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_23,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_24,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_25,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_26,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_27,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_28,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_29,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_3,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_30,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_31,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_32,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_33,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_34,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_35,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_36,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_37,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_38,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_39,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_4,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_40,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_41,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_42,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_43,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_44,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_45,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_46,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_47,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_48,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_49,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_5,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_50,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_51,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_52,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_53,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_54,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_55,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_56,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_57,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_58,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_59,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_6,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_60,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_61,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_62,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_63,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_64,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_65,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_66,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_67,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_68,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_69,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_7,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_70,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_71,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_72,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_73,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_74,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_75,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_76,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_77,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_78,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_79,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_8,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_80,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_81,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_82,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_83,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_84,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_85,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_86,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_87,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_88,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_89,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_9,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_90,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_91,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_92,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_93,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_94,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_95,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_96,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_97,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_98,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c12_99,c,i13_c12,124.98,OD,Small,MS3,,,
i13_2,c9_1,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_10,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_100,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_101,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_102,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_103,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_104,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_11,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_12,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_13,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_14,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_15,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_16,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_17,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_18,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_19,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_2,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_20,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_21,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_22,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_23,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_24,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_25,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_26,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_27,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_28,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_29,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_3,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_30,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_31,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_32,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_33,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_34,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_35,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_36,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_37,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_38,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_39,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_4,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_40,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_41,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_42,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_43,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_44,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_45,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_46,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_47,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_48,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_49,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_5,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_50,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_51,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_52,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_53,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_54,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_55,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_56,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_57,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_58,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_59,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_6,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_60,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_61,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_62,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_63,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_64,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_65,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_66,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_67,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_68,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_69,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_7,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_70,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_71,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_72,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_73,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_74,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_75,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_76,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_77,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_78,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_79,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_8,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_80,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_81,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_82,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_83,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_84,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_85,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_86,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_87,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_88,c,i13_c9,41.66,OD,Small,MS3,,,
i13_2,c9_89,c,i13_c9,41.66,OD,Small,MS3,,,
