machine_id,truck_id,time_stamp,action
r4_9,338896090442,25868.0,start
r4_9,338896090442,25868.0,end
new,338087748646,27133.0,wait
r4_9,338087748646,27133.0,start
r4_9,338087748646,27137.8,end
new,334191209703,35019.0,wait
r4_9,334191209703,35019.0,start
r4_9,334191209703,35023.8,end
new,339397716152,0.0,wait
r4_10,339397716152,0.0,start
r4_10,339397716152,19.2,end
new,339742107122,2308.0,wait
r4_10,339742107122,2308.0,start
r4_10,339742107122,2317.6000000000004,end
new,338861539073,3137.0,wait
r4_10,338861539073,3137.0,start
r4_10,338861539073,3156.2000000000007,end
new,336993954212,5976.0,wait
r4_10,336993954212,5976.0,start
r4_10,336993954212,5976.0,end
new,338937755163,9550.0,wait
r4_10,338937755163,9550.0,start
r4_10,338937755163,9550.0,end
new,339396204213,15836.000000000002,wait
r4_10,339396204213,15836.000000000002,start
r4_10,339396204213,15845.6,end
new,338807351084,19361.0,wait
r4_10,338807351084,19361.0,start
r4_10,338807351084,19361.0,end
new,338896090442,25899.0,wait
r4_10,338896090442,25899.0,start
r4_10,338896090442,25899.0,end
new,338087748646,27148.0,wait
r4_10,338087748646,27148.0,start
r4_10,338087748646,27152.8,end
new,334191209703,35061.0,wait
r4_10,334191209703,35061.0,start
r4_10,334191209703,35065.8,end
new,339909736364,0.0,wait
r5_1,339909736364,0.0,start
r5_1,339909736364,4.8,end
new,338840451451,1907.0000000000002,wait
r5_1,338840451451,1907.0000000000002,start
r5_1,338840451451,1911.8000000000002,end
new,338832149040,2837.0,wait
r5_1,338832149040,2837.0,start
r5_1,338832149040,2837.0,end
new,339344010203,5051.0,wait
r5_1,339344010203,5051.0,start
r5_1,339344010203,5051.0,end
new,336991873650,9078.0,wait
r5_1,336991873650,9078.0,start
r5_1,336991873650,9078.0,end
new,338026691256,14788.000000000002,wait
r5_1,338026691256,14788.000000000002,start
r5_1,338026691256,14792.800000000001,end
new,338721330861,18735.0,wait
r5_1,338721330861,18735.0,start
r5_1,338721330861,18744.6,end
new,338896090442,24946.0,wait
r5_1,338896090442,24946.0,start
r5_1,338896090442,24946.0,end
new,338087748646,26989.0,wait
r5_1,338087748646,26989.0,start
r5_1,338087748646,26993.8,end
new,338780932220,30958.000000000004,wait
r5_1,338780932220,30958.000000000004,start
r5_1,338780932220,30972.4,end
new,338832096198,85.0,wait
r5_2,338832096198,85.0,start
r5_2,338832096198,147.40000000000003,end
new,339220901527,2339.0,wait
r5_2,339220901527,2339.0,start
r5_2,339220901527,2339.0,end
new,338721330995,3260.0,wait
r5_2,338721330995,3260.0,start
r5_2,338721330995,3269.6000000000004,end
new,339396547101,6197.0,wait
r5_2,339396547101,6197.0,start
r5_2,339396547101,6206.6,end
new,338636429923,9702.0,wait
r5_2,338636429923,9702.0,start
r5_2,338636429923,9702.0,end
new,339369552877,15875.000000000002,wait
r5_2,339369552877,15875.000000000002,start
r5_2,339369552877,15875.000000000002,end
new,334157941679,19387.0,wait
r5_2,334157941679,19387.0,start
r5_2,334157941679,19396.6,end
new,338087748646,25910.0,wait
r5_2,338087748646,25910.0,start
r5_2,338087748646,25914.8,end
new,338087748646,27160.0,wait
r5_2,338087748646,27160.0,start
r5_2,338087748646,27164.8,end
new,339641674741,35343.0,wait
r5_2,339641674741,35343.0,start
r5_2,339641674741,35343.0,end
new,339741674233,219.0,wait
r5_3,339741674233,219.0,start
r5_3,339741674233,223.8,end
new,338832149040,2405.0,wait
r5_3,338832149040,2405.0,start
r5_3,338832149040,2405.0,end
new,338021727390,3714.0000000000005,wait
r5_3,338021727390,3714.0000000000005,start
r5_3,338021727390,3714.0000000000005,end
new,338918663241,6844.0,wait
r5_3,338918663241,6844.0,start
r5_3,338918663241,6848.8,end
new,338006672397,11390.0,wait
r5_3,338006672397,11390.0,start
r5_3,338006672397,11394.8,end
new,338245102329,16407.0,wait
r5_3,338245102329,16407.0,start
r5_3,338245102329,16407.0,end
new,336998614161,19900.0,wait
r5_3,336998614161,19900.0,start
r5_3,336998614161,19909.6,end
new,338087748646,26318.0,wait
r5_3,338087748646,26318.0,start
r5_3,338087748646,26322.8,end
new,338087748646,27309.0,wait
r5_3,338087748646,27309.0,start
r5_3,338087748646,27313.8,end
new,336625787836,35962.0,wait
r5_3,336625787836,35962.0,start
r5_3,336625787836,35962.0,end
new,338508387950,247.00000000000003,wait
r5_4,338508387950,247.00000000000003,start
r5_4,338508387950,247.00000000000003,end
new,338701843105,2444.0,wait
r5_4,338701843105,2444.0,start
r5_4,338701843105,2444.0,end
new,339396547068,3783.0000000000005,wait
r5_4,339396547068,3783.0000000000005,start
r5_4,339396547068,3792.600000000001,end
new,336344177634,6962.0,wait
r5_4,336344177634,6962.0,start
r5_4,336344177634,6966.8,end
new,338780932196,12351.0,wait
r5_4,338780932196,12351.0,start
r5_4,338780932196,12351.0,end
new,338021727423,16439.0,wait
r5_4,338021727423,16439.0,start
r5_4,338021727423,16443.8,end
new,339731020485,20148.0,wait
r5_4,339731020485,20148.0,start
r5_4,339731020485,20162.399999999998,end
new,338087748646,26328.0,wait
r5_4,338087748646,26328.0,start
r5_4,338087748646,26332.8,end
new,338087748646,27311.0,wait
r5_4,338087748646,27311.0,start
r5_4,338087748646,27315.8,end
new,336991872063,36204.0,wait
r5_4,336991872063,36204.0,start
r5_4,336991872063,36218.40000000001,end
