equipment_port_last,equipment_port_next,equipment_type,queue_id,process_time,allocate_rule,parcel_type,sorter_zone,dest_code,dest_type
i5_2,c4_25,c,i5_c4,38.04 ,OD,Parcel,LS2,C574Z,L
i5_3,c4_25,c,i5_c4,38.04 ,OD,Parcel,LS2,C574Z,L
i5_4,c4_25,c,i5_c4,38.04 ,OD,Parcel,LS2,C574Z,L
i6_1,c4_25,c,i6_c4,26.84 ,OD,Parcel,LS2,C574Z,L
i6_2,c4_25,c,i6_c4,26.84 ,OD,Parcel,LS2,C574Z,L
i5_1,c4_3,c,i5_c4,38.04 ,OD,Parcel,LS2,,L
i5_2,c4_3,c,i5_c4,38.04 ,OD,Parcel,LS2,,L
i5_3,c4_3,c,i5_c4,38.04 ,OD,Parcel,LS2,,L
i5_4,c4_3,c,i5_c4,38.04 ,OD,Parcel,LS2,,L
i6_1,c4_3,c,i6_c4,26.84 ,OD,Parcel,LS2,,L
i6_2,c4_3,c,i6_c4,26.84 ,OD,Parcel,LS2,,L
i5_1,c4_4,c,i5_c4,38.04 ,OD,Parcel,LS2,,L
i5_2,c4_4,c,i5_c4,38.04 ,OD,Parcel,LS2,,L
i5_3,c4_4,c,i5_c4,38.04 ,OD,Parcel,LS2,,L
i5_4,c4_4,c,i5_c4,38.04 ,OD,Parcel,LS2,,L
i6_1,c4_4,c,i6_c4,26.84 ,OD,Parcel,LS2,,L
i6_2,c4_4,c,i6_c4,26.84 ,OD,Parcel,LS2,,L
i5_1,c4_5,c,i5_c4,38.04 ,OD,Parcel,LS2,C573,L
i5_2,c4_5,c,i5_c4,38.04 ,OD,Parcel,LS2,C573,L
i5_3,c4_5,c,i5_c4,38.04 ,OD,Parcel,LS2,C573,L
i5_4,c4_5,c,i5_c4,38.04 ,OD,Parcel,LS2,C573,L
i6_1,c4_5,c,i6_c4,26.84 ,OD,Parcel,LS2,C573,L
i6_2,c4_5,c,i6_c4,26.84 ,OD,Parcel,LS2,C573,L
i5_1,c4_6,c,i5_c4,38.04 ,OD,Parcel,LS2,C580,L
i5_2,c4_6,c,i5_c4,38.04 ,OD,Parcel,LS2,C580,L
i5_3,c4_6,c,i5_c4,38.04 ,OD,Parcel,LS2,C580,L
i5_4,c4_6,c,i5_c4,38.04 ,OD,Parcel,LS2,C580,L
i6_1,c4_6,c,i6_c4,26.84 ,OD,Parcel,LS2,C580,L
i6_2,c4_6,c,i6_c4,26.84 ,OD,Parcel,LS2,C580,L
i5_1,c4_7,c,i5_c4,38.04 ,OD,Parcel,LS2,C574W,L
i5_2,c4_7,c,i5_c4,38.04 ,OD,Parcel,LS2,C574W,L
i5_3,c4_7,c,i5_c4,38.04 ,OD,Parcel,LS2,C574W,L
i5_4,c4_7,c,i5_c4,38.04 ,OD,Parcel,LS2,C574W,L
i6_1,c4_7,c,i6_c4,26.84 ,OD,Parcel,LS2,C574W,L
i6_2,c4_7,c,i6_c4,26.84 ,OD,Parcel,LS2,C574W,L
i5_1,c4_8,c,i5_c4,38.04 ,OD,Parcel,LS2,C574WA,L
i5_2,c4_8,c,i5_c4,38.04 ,OD,Parcel,LS2,C574WA,L
i5_3,c4_8,c,i5_c4,38.04 ,OD,Parcel,LS2,C574WA,L
i5_4,c4_8,c,i5_c4,38.04 ,OD,Parcel,LS2,C574WA,L
i6_1,c4_8,c,i6_c4,26.84 ,OD,Parcel,LS2,C574WA,L
i6_2,c4_8,c,i6_c4,26.84 ,OD,Parcel,LS2,C574WA,L
i5_1,c4_9,c,i5_c4,38.04 ,OD,Parcel,LS2,C574W,L
i5_2,c4_9,c,i5_c4,38.04 ,OD,Parcel,LS2,C574W,L
i5_3,c4_9,c,i5_c4,38.04 ,OD,Parcel,LS2,C574W,L
i5_4,c4_9,c,i5_c4,38.04 ,OD,Parcel,LS2,C574W,L
i6_1,c4_9,c,i6_c4,26.84 ,OD,Parcel,LS2,C574W,L
i6_2,c4_9,c,i6_c4,26.84 ,OD,Parcel,LS2,C574W,L
i2_1,e1_1,e,i2_e1,476.00 ,,Parcel,LS1,,
i2_2,e1_1,e,i2_e1,476.00 ,,Parcel,LS1,,
i2_3,e1_1,e,i2_e1,476.00 ,,Parcel,LS1,,
i4_1,e1_1,e,i4_e1,408.00 ,,Parcel,LS1,,
i4_2,e1_1,e,i4_e1,408.00 ,,Parcel,LS1,,
i4_3,e1_1,e,i4_e1,408.00 ,,Parcel,LS1,,
i4_4,e1_1,e,i4_e1,408.00 ,,Parcel,LS1,,
i5_1,e2_1,e,i5_e2,408.00 ,,Parcel,LS2,,
i5_2,e2_1,e,i5_e2,408.00 ,,Parcel,LS2,,
i5_3,e2_1,e,i5_e2,408.00 ,,Parcel,LS2,,
i5_4,e2_1,e,i5_e2,408.00 ,,Parcel,LS2,,
i7_1,e2_1,e,i7_e2,476.00 ,,Parcel,LS2,,
i7_2,e2_1,e,i7_e2,476.00 ,,Parcel,LS2,,
i7_3,e2_1,e,i7_e2,476.00 ,,Parcel,LS2,,
i17_1,e3_1,e,i17_e3,731.00 ,,Parcel,AS1,,
i17_2,e3_1,e,i17_e3,731.00 ,,Parcel,AS1,,
i17_3,e3_1,e,i17_e3,731.00 ,,Parcel,AS1,,
i17_4,e3_1,e,i17_e3,731.00 ,,Parcel,AS1,,
i19_1,e4_1,e,i19_e4,731.00 ,,Parcel,AS1,,
i19_2,e4_1,e,i19_e4,731.00 ,,Parcel,AS1,,
i19_3,e4_1,e,i19_e4,731.00 ,,Parcel,AS1,,
i19_4,e4_1,e,i19_e4,731.00 ,,Parcel,AS1,,
i24_1,e5_1,e,i24_e5,731.00 ,,Parcel,AS2,,
i24_2,e5_1,e,i24_e5,731.00 ,,Parcel,AS2,,
i24_3,e5_1,e,i24_e5,731.00 ,,Parcel,AS2,,
i24_4,e5_1,e,i24_e5,731.00 ,,Parcel,AS2,,
i22_1,e6_1,e,i22_e6,731.00 ,,Parcel,AS2,,
i22_2,e6_1,e,i22_e6,731.00 ,,Parcel,AS2,,
i22_3,e6_1,e,i22_e6,731.00 ,,Parcel,AS2,,
i22_4,e6_1,e,i22_e6,731.00 ,,Parcel,AS2,,
e1_1,h1_1,h,e1_h1,48.63 ,,Parcel,LS1,,
e2_1,h2_1,h,e2_h2,47.18 ,,Parcel,LS2,,
e3_1,h3_1,h,e3_h3,33.75 ,,Parcel,AS1,,
e4_1,h3_1,h,e4_h3,33.75 ,,Parcel,AS1,,
e5_1,h3_1,h,e5_h3,33.75 ,,Parcel,AS2,,
e6_1,h3_1,h,e6_h3,33.75 ,,Parcel,AS2,,
i2_1,i1_1,i,i2_i1,140.93 ,OD,Parcel,LS1,,
i2_2,i1_1,i,i2_i1,140.93 ,OD,Parcel,LS1,,
i2_3,i1_1,i,i2_i1,140.93 ,OD,Parcel,LS1,,
i2_1,i1_2,i,i2_i1,140.93 ,OD,Parcel,LS1,,
i2_2,i1_2,i,i2_i1,140.93 ,OD,Parcel,LS1,,
i2_3,i1_2,i,i2_i1,140.93 ,OD,Parcel,LS1,,
j19_1,i17_1,i,j19_i17,172.26 ,,Parcel,AS1,,
j21_1,i17_1,i,j21_i17,172.26 ,,Parcel,AS1,,
j23_1,i17_1,i,j23_i17,172.26 ,,Parcel,AS1,,
j25_1,i17_2,i,j25_i17,143.91 ,,Parcel,AS1,,
j27_1,i17_2,i,j27_i17,143.91 ,,Parcel,AS1,,
j29_1,i17_2,i,j29_i17,143.91 ,,Parcel,AS1,,
j31_1,i17_3,i,j31_i17,143.91 ,,Parcel,AS1,,
j33_1,i17_3,i,j33_i17,143.91 ,,Parcel,AS1,,
j35_1,i17_3,i,j35_i17,143.91 ,,Parcel,AS1,,
j41_1,i17_4,i,j41_i17,208.58 ,random,Small,AS1,,
m4_1,i17_4,i,m4_i17,140.00 ,OD,Parcel,AS1,,
m4_2,i17_4,i,m4_i17,140.00 ,OD,Parcel,AS1,,
m4_3,i17_4,i,m4_i17,140.00 ,OD,Parcel,AS1,,
m4_4,i17_4,i,m4_i17,140.00 ,OD,Parcel,AS1,,
m4_5,i17_4,i,m4_i17,140.00 ,OD,Parcel,AS1,,
m4_6,i17_4,i,m4_i17,140.00 ,OD,Parcel,AS1,,
m4_7,i17_4,i,m4_i17,140.00 ,OD,Parcel,AS1,,
m4_8,i17_4,i,m4_i17,140.00 ,OD,Parcel,AS1,,
i19_1,i18_1,i,i19_i18,63.69 ,OD,Parcel,AS1,,
i19_2,i18_1,i,i19_i18,63.69 ,OD,Parcel,AS1,,
i19_3,i18_1,i,i19_i18,63.69 ,OD,Parcel,AS1,,
i19_4,i18_1,i,i19_i18,63.69 ,OD,Parcel,AS1,,
i19_1,i18_2,i,i19_i18,63.69 ,OD,Parcel,AS1,,
i19_2,i18_2,i,i19_i18,63.69 ,OD,Parcel,AS1,,
i19_3,i18_2,i,i19_i18,63.69 ,OD,Parcel,AS1,,
i19_4,i18_2,i,i19_i18,63.69 ,OD,Parcel,AS1,,
j38_1,i19_1,i,j38_i19,75.23 ,,Parcel,AS1,,
j40_1,i19_1,i,j40_i19,75.23 ,,Parcel,AS1,,
j14_1,i19_2,i,j14_i19,116.23 ,,Parcel,AS1,,
j16_1,i19_2,i,j16_i19,116.23 ,,Parcel,AS1,,
j18_1,i19_2,i,j18_i19,116.23 ,,Parcel,AS1,,
j10_1,i19_3,i,j10_i19,116.23 ,,Parcel,AS1,,
j12_1,i19_3,i,j12_i19,116.23 ,,Parcel,AS1,,
j8_1,i19_3,i,j8_i19,116.23 ,,Parcel,AS1,,
j2_1,i19_4,i,j2_i19,86.63 ,,Parcel,AS1,,
j4_1,i19_4,i,j4_i19,86.63 ,,Parcel,AS1,,
j6_1,i19_4,i,j6_i19,86.63 ,,Parcel,AS1,,
m2_1,i2_1,i,m2_i2,217.76 ,OD,Parcel,LS1,,
m2_10,i2_1,i,m2_i2,217.76 ,OD,Parcel,LS1,,
m2_2,i2_1,i,m2_i2,217.76 ,OD,Parcel,LS1,,
m2_3,i2_1,i,m2_i2,217.76 ,OD,Parcel,LS1,,
m2_4,i2_1,i,m2_i2,217.76 ,OD,Parcel,LS1,,
m2_5,i2_1,i,m2_i2,217.76 ,OD,Parcel,LS1,,
m2_6,i2_1,i,m2_i2,217.76 ,OD,Parcel,LS1,,
m2_7,i2_1,i,m2_i2,217.76 ,OD,Parcel,LS1,,
m2_8,i2_1,i,m2_i2,217.76 ,OD,Parcel,LS1,,
m2_9,i2_1,i,m2_i2,217.76 ,OD,Parcel,LS1,,
m1_2,i2_2,i,m1_i2,146.54 ,OD,Parcel,LS1,,
m1_4,i2_2,i,m1_i2,146.54 ,OD,Parcel,LS1,,
m1_1,i2_3,i,m1_i2,146.54 ,OD,Parcel,LS1,,
m1_3,i2_3,i,m1_i2,146.54 ,OD,Parcel,LS1,,
i17_1,i20_1,i,i17_i20,125.10 ,OD,Parcel,AS1,,
i17_2,i20_1,i,i17_i20,125.10 ,OD,Parcel,AS1,,
i17_3,i20_1,i,i17_i20,125.10 ,OD,Parcel,AS1,,
i17_4,i20_1,i,i17_i20,125.10 ,OD,Parcel,AS1,,
i17_1,i20_2,i,i17_i20,125.10 ,OD,Parcel,AS1,,
i17_2,i20_2,i,i17_i20,125.10 ,OD,Parcel,AS1,,
i17_3,i20_2,i,i17_i20,125.10 ,OD,Parcel,AS1,,
i17_4,i20_2,i,i17_i20,125.10 ,OD,Parcel,AS1,,
i22_1,i21_1,c,i22_i21,78.07 ,OD,Parcel,AS2,,
i22_2,i21_1,c,i22_i21,78.07 ,OD,Parcel,AS2,,
i22_3,i21_1,c,i22_i21,78.07 ,OD,Parcel,AS2,,
i22_4,i21_1,c,i22_i21,78.07 ,OD,Parcel,AS2,,
i22_1,i21_2,c,i22_i21,78.07 ,OD,Parcel,AS2,,
i22_2,i21_2,c,i22_i21,78.07 ,OD,Parcel,AS2,,
i22_3,i21_2,c,i22_i21,78.07 ,OD,Parcel,AS2,,
i22_4,i21_2,c,i22_i21,78.07 ,OD,Parcel,AS2,,
j1_1,i22_1,i,j1_i22,128.56 ,,Parcel,AS2,,
j3_1,i22_1,i,j3_i22,128.56 ,,Parcel,AS2,,
j5_1,i22_1,i,j5_i22,128.56 ,,Parcel,AS2,,
j11_1,i22_2,i,j11_i22,140.83 ,,Parcel,AS2,,
j7_1,i22_2,i,j7_i22,128.56 ,,Parcel,AS2,,
j9_1,i22_2,i,j9_i22,140.83 ,,Parcel,AS2,,
j13_1,i22_3,i,j13_i22,140.83 ,,Parcel,AS2,,
j15_1,i22_3,i,j15_i22,140.83 ,,Parcel,AS2,,
j17_1,i22_3,i,j17_i22,140.83 ,,Parcel,AS2,,
j37_1,i22_4,i,j37_i22,143.83 ,,Parcel,AS2,,
j39_1,i22_4,i,j39_i22,143.83 ,,Parcel,AS2,,
i24_1,i23_1,i,i24_i23,196.66 ,OD,Parcel,AS2,,
i24_2,i23_1,i,i24_i23,196.66 ,OD,Parcel,AS2,,
i24_3,i23_1,i,i24_i23,196.66 ,OD,Parcel,AS2,,
i24_4,i23_1,i,i24_i23,196.66 ,OD,Parcel,AS2,,
i24_1,i23_2,i,i24_i23,196.66 ,OD,Parcel,AS2,,
i24_2,i23_2,i,i24_i23,196.66 ,OD,Parcel,AS2,,
i24_3,i23_2,i,i24_i23,196.66 ,OD,Parcel,AS2,,
i24_4,i23_2,i,i24_i23,196.66 ,OD,Parcel,AS2,,
j41_1,i24_1,i,j41_i24,151.39 ,random,Small,AS2,,
m4_1,i24_1,i,m4_i24,69.60 ,OD,Parcel,AS2,,
m4_2,i24_1,i,m4_i24,69.60 ,OD,Parcel,AS2,,
m4_3,i24_1,i,m4_i24,69.60 ,OD,Parcel,AS2,,
m4_4,i24_1,i,m4_i24,69.60 ,OD,Parcel,AS2,,
m4_5,i24_1,i,m4_i24,69.60 ,OD,Parcel,AS2,,
m4_6,i24_1,i,m4_i24,69.60 ,OD,Parcel,AS2,,
m4_7,i24_1,i,m4_i24,69.60 ,OD,Parcel,AS2,,
m4_8,i24_1,i,m4_i24,69.60 ,OD,Parcel,AS2,,
j32_1,i24_2,i,j32_i24,109.42 ,,Parcel,AS2,,
j34_1,i24_2,i,j34_i24,109.42 ,,Parcel,AS2,,
j36_1,i24_2,i,j36_i24,109.42 ,,Parcel,AS2,,
j26_1,i24_3,i,j26_i24,109.42 ,,Parcel,AS2,,
j28_1,i24_3,i,j28_i24,109.42 ,,Parcel,AS2,,
j30_1,i24_3,i,j30_i24,109.42 ,,Parcel,AS2,,
j20_1,i24_4,i,j20_i24,150.42 ,,Parcel,AS2,,
j22_1,i24_4,i,j22_i24,150.42 ,,Parcel,AS2,,
j24_1,i24_4,i,j24_i24,150.42 ,,Parcel,AS2,,
i4_1,i3_1,i,i4_i3,131.11 ,OD,Parcel,LS1,,
i4_2,i3_1,i,i4_i3,131.11 ,OD,Parcel,LS1,,
i4_3,i3_1,i,i4_i3,131.11 ,OD,Parcel,LS1,,
i4_4,i3_1,i,i4_i3,131.11 ,OD,Parcel,LS1,,
i4_1,i3_2,i,i4_i3,131.11 ,OD,Parcel,LS1,,
i4_2,i3_2,i,i4_i3,131.11 ,OD,Parcel,LS1,,
i4_3,i3_2,i,i4_i3,131.11 ,OD,Parcel,LS1,,
i4_4,i3_2,i,i4_i3,131.11 ,OD,Parcel,LS1,,
x1_1,i4_1,i,x1_i4,,,Parcel,LS1,,
m4_4,i4_2,x,m4_i4,84.76 ,OD,Parcel,LS1,,
m4_6,i4_2,x,m4_i4,84.76 ,OD,Parcel,LS1,,
m4_7,i4_3,x,m4_i4,84.76 ,OD,Parcel,LS1,,
m4_8,i4_3,x,m4_i4,84.76 ,OD,Parcel,LS1,,
x15_1,i4_4,i,x15_i4,28.78 ,OD,Parcel,LS1,,
x16_1,i5_1,i,x16_i5,74.23 ,OD,Parcel,LS2,,
m4_4,i5_2,x,m4_i5,123.56 ,OD,Parcel,LS2,,
m4_6,i5_2,x,m4_i5,123.56 ,OD,Parcel,LS2,,
m4_7,i5_3,x,m4_i5,123.56 ,OD,Parcel,LS2,,
m4_8,i5_3,x,m4_i5,123.56 ,OD,Parcel,LS2,,
x5_1,i5_4,x,x5_i5,28.05 ,OD,Parcel,LS2,,
i7_1,i6_1,c,i7_i6,207.60 ,OD,Parcel,LS2,,
i7_2,i6_1,c,i7_i6,207.60 ,OD,Parcel,LS2,,
i7_3,i6_1,c,i7_i6,207.60 ,OD,Parcel,LS2,,
i7_1,i6_2,c,i7_i6,207.60 ,OD,Parcel,LS2,,
i7_2,i6_2,c,i7_i6,207.60 ,OD,Parcel,LS2,,
i7_3,i6_2,c,i7_i6,207.60 ,OD,Parcel,LS2,,
m1_1,i7_1,i,m1_i7,136.89 ,OD,Parcel,LS2,,
m1_3,i7_1,i,m1_i7,136.89 ,OD,Parcel,LS2,,
m2_1,i7_2,i,m2_i7,232.85 ,OD,Parcel,LS2,,
m2_10,i7_2,i,m2_i7,232.85 ,OD,Parcel,LS2,,
m2_2,i7_2,i,m2_i7,232.85 ,OD,Parcel,LS2,,
m2_3,i7_2,i,m2_i7,232.85 ,OD,Parcel,LS2,,
m2_4,i7_2,i,m2_i7,232.85 ,OD,Parcel,LS2,,
m2_5,i7_2,i,m2_i7,232.85 ,OD,Parcel,LS2,,
m2_6,i7_2,i,m2_i7,232.85 ,OD,Parcel,LS2,,
m2_7,i7_2,i,m2_i7,232.85 ,OD,Parcel,LS2,,
m2_8,i7_2,i,m2_i7,232.85 ,OD,Parcel,LS2,,
m2_9,i7_2,i,m2_i7,232.85 ,OD,Parcel,LS2,,
m1_2,i7_3,i,m1_i7,136.89 ,OD,Parcel,LS2,,
m1_4,i7_3,i,m1_i7,136.89 ,OD,Parcel,LS2,,
i5_1,i8_1,i,i5_i8,123.51 ,OD,Parcel,LS2,,
i5_2,i8_1,i,i5_i8,123.51 ,OD,Parcel,LS2,,
i5_3,i8_1,i,i5_i8,123.51 ,OD,Parcel,LS2,,
i5_4,i8_1,i,i5_i8,123.51 ,OD,Parcel,LS2,,
i5_1,i8_2,i,i5_i8,123.51 ,OD,Parcel,LS2,,
i5_2,i8_2,i,i5_i8,123.51 ,OD,Parcel,LS2,,
i5_3,i8_2,i,i5_i8,123.51 ,OD,Parcel,LS2,,
i5_4,i8_2,i,i5_i8,123.51 ,OD,Parcel,LS2,,
m2_2,j1_1,j,m2_j1,171.23 ,OD,Parcel,SE1,,
m2_4,j1_1,j,m2_j1,171.23 ,OD,Parcel,SE1,,
m2_6,j1_1,j,m2_j1,171.23 ,OD,Parcel,SE1,,
m2_1,j10_1,j,m2_j10,141.63 ,OD,Parcel,SE1,,
m2_3,j10_1,j,m2_j10,141.63 ,OD,Parcel,SE1,,
m2_5,j10_1,j,m2_j10,141.63 ,OD,Parcel,SE1,,
m2_10,j11_1,j,m2_j11,312.13 ,OD,Parcel,SE1,,
m2_8,j11_1,j,m2_j11,312.13 ,OD,Parcel,SE1,,
m3_1,j11_1,j,m3_j11,213.04 ,OD,Parcel,SE1,,
m2_1,j12_1,j,m2_j12,141.63 ,OD,Parcel,SE1,,
m2_3,j12_1,j,m2_j12,141.63 ,OD,Parcel,SE1,,
m2_5,j12_1,j,m2_j12,141.63 ,OD,Parcel,SE1,,
m2_10,j13_1,j,m2_j13,312.13 ,OD,Parcel,SE1,,
m2_8,j13_1,j,m2_j13,312.13 ,OD,Parcel,SE1,,
m3_1,j13_1,j,m3_j13,213.04 ,OD,Parcel,SE1,,
m2_1,j14_1,j,m2_j14,141.63 ,OD,Parcel,SE1,,
m2_3,j14_1,j,m2_j14,141.63 ,OD,Parcel,SE1,,
m2_5,j14_1,j,m2_j14,141.63 ,OD,Parcel,SE1,,
m2_10,j15_1,j,m2_j15,312.13 ,OD,Parcel,SE1,,
m2_8,j15_1,j,m2_j15,312.13 ,OD,Parcel,SE1,,
m3_1,j15_1,j,m3_j15,213.04 ,OD,Parcel,SE1,,
m2_1,j16_1,j,m2_j16,141.63 ,OD,Parcel,SE1,,
m2_3,j16_1,j,m2_j16,141.63 ,OD,Parcel,SE1,,
m2_5,j16_1,j,m2_j16,141.63 ,OD,Parcel,SE1,,
m2_10,j17_1,j,m2_j17,312.13 ,OD,Parcel,SE1,,
m2_8,j17_1,j,m2_j17,312.13 ,OD,Parcel,SE1,,
m3_1,j17_1,j,m3_j17,213.04 ,OD,Parcel,SE1,,
m2_1,j18_1,j,m2_j18,141.63 ,OD,Parcel,SE1,,
m2_3,j18_1,j,m2_j18,141.63 ,OD,Parcel,SE1,,
m2_5,j18_1,j,m2_j18,141.63 ,OD,Parcel,SE1,,
m2_10,j19_1,j,m2_j19,312.13 ,OD,Parcel,SE1,,
m2_8,j19_1,j,m2_j19,312.13 ,OD,Parcel,SE1,,
m3_1,j19_1,j,m3_j19,213.04 ,OD,Parcel,SE1,,
m2_2,j2_1,j,m2_j2,171.23 ,OD,Parcel,SE1,,
m2_4,j2_1,j,m2_j2,171.23 ,OD,Parcel,SE1,,
m2_6,j2_1,j,m2_j2,171.23 ,OD,Parcel,SE1,,
m2_1,j20_1,j,m2_j20,141.63 ,OD,Parcel,SE1,,
m2_3,j20_1,j,m2_j20,141.63 ,OD,Parcel,SE1,,
m2_5,j20_1,j,m2_j20,141.63 ,OD,Parcel,SE1,,
m2_10,j21_1,j,m2_j21,312.13 ,OD,Parcel,SE1,,
m2_8,j21_1,j,m2_j21,312.13 ,OD,Parcel,SE1,,
m3_1,j21_1,j,m3_j21,213.04 ,OD,Parcel,SE1,,
m2_1,j22_1,j,m2_j22,141.63 ,OD,Parcel,SE1,,
m2_3,j22_1,j,m2_j22,141.63 ,OD,Parcel,SE1,,
m2_5,j22_1,j,m2_j22,141.63 ,OD,Parcel,SE1,,
m2_10,j23_1,j,m2_j23,312.13 ,OD,Parcel,SE1,,
m2_8,j23_1,j,m2_j23,312.13 ,OD,Parcel,SE1,,
m3_1,j23_1,j,m3_j23,213.04 ,OD,Parcel,SE1,,
m2_1,j24_1,j,m2_j24,141.63 ,OD,Parcel,SE1,,
m2_3,j24_1,j,m2_j24,141.63 ,OD,Parcel,SE1,,
m2_5,j24_1,j,m2_j24,141.63 ,OD,Parcel,SE1,,
m3_2,j25_1,j,m3_j25,174.04 ,OD,Parcel,SE1,,
m2_7,j26_1,j,m2_j26,182.63 ,OD,Parcel,SE1,,
m2_9,j26_1,j,m2_j26,182.63 ,OD,Parcel,SE1,,
m3_2,j27_1,j,m3_j27,174.04 ,OD,Parcel,SE1,,
m2_7,j28_1,j,m2_j28,182.63 ,OD,Parcel,SE1,,
m2_9,j28_1,j,m2_j28,182.63 ,OD,Parcel,SE1,,
m3_2,j29_1,j,m3_j29,174.04 ,OD,Parcel,SE1,,
m2_2,j3_1,j,m2_j3,171.23 ,OD,Parcel,SE1,,
m2_4,j3_1,j,m2_j3,171.23 ,OD,Parcel,SE1,,
m2_6,j3_1,j,m2_j3,171.23 ,OD,Parcel,SE1,,
m2_7,j30_1,j,m2_j30,182.63 ,OD,Parcel,SE1,,
m2_9,j30_1,j,m2_j30,182.63 ,OD,Parcel,SE1,,
m3_2,j31_1,j,m3_j31,174.04 ,OD,Parcel,SE1,,
m2_7,j32_1,j,m2_j32,182.63 ,OD,Parcel,SE1,,
m2_9,j32_1,j,m2_j32,182.63 ,OD,Parcel,SE1,,
m3_2,j33_1,j,m3_j33,174.04 ,OD,Parcel,SE1,,
m2_7,j34_1,j,m2_j34,182.63 ,OD,Parcel,SE1,,
m2_9,j34_1,j,m2_j34,182.63 ,OD,Parcel,SE1,,
m3_2,j35_1,j,m3_j35,174.04 ,OD,Parcel,SE1,,
m2_7,j36_1,j,m2_j36,182.63 ,OD,Parcel,SE1,,
m2_9,j36_1,j,m2_j36,182.63 ,OD,Parcel,SE1,,
m3_2,j37_1,j,m3_j37,174.04 ,OD,Parcel,SE1,,
m2_7,j38_1,j,m2_j38,182.63 ,OD,Parcel,SE1,,
m2_9,j38_1,j,m2_j38,182.63 ,OD,Parcel,SE1,,
m3_2,j39_1,j,m3_j39,174.04 ,OD,Parcel,SE1,,
m2_2,j4_1,j,m2_j4,171.23 ,OD,Parcel,SE1,,
m2_4,j4_1,j,m2_j4,171.23 ,OD,Parcel,SE1,,
m2_6,j4_1,j,m2_j4,171.23 ,OD,Parcel,SE1,,
m2_7,j40_1,j,m2_j40,182.63 ,OD,Parcel,SE1,,
m2_9,j40_1,j,m2_j40,182.63 ,OD,Parcel,SE1,,
m2_2,j5_1,j,m2_j5,171.23 ,OD,Parcel,SE1,,
m2_4,j5_1,j,m2_j5,171.23 ,OD,Parcel,SE1,,
m2_6,j5_1,j,m2_j5,171.23 ,OD,Parcel,SE1,,
m2_2,j6_1,j,m2_j6,171.23 ,OD,Parcel,SE1,,
m2_4,j6_1,j,m2_j6,171.23 ,OD,Parcel,SE1,,
m2_6,j6_1,j,m2_j6,171.23 ,OD,Parcel,SE1,,
m2_2,j7_1,j,m2_j7,171.23 ,OD,Parcel,SE1,,
m2_4,j7_1,j,m2_j7,171.23 ,OD,Parcel,SE1,,
m2_6,j7_1,j,m2_j7,171.23 ,OD,Parcel,SE1,,
m2_1,j8_1,j,m2_j8,141.63 ,OD,Parcel,SE1,,
m2_3,j8_1,j,m2_j8,141.63 ,OD,Parcel,SE1,,
m2_5,j8_1,j,m2_j8,141.63 ,OD,Parcel,SE1,,
m2_10,j9_1,j,m2_j9,312.13 ,OD,Parcel,SE1,,
m2_8,j9_1,j,m2_j9,312.13 ,OD,Parcel,SE1,,
m3_1,j9_1,j,m3_j9,213.04 ,OD,Parcel,SE1,,
r1_1,m1_1,m,r1_m1,41.37 ,,,LM1,,
r1_2,m1_1,m,r1_m1,41.37 ,,,LM1,,
r2_1,m1_2,m,r2_m1,42.26 ,,,LM1,,
r2_2,m1_2,m,r2_m1,42.26 ,,,LM1,,
r1_3,m1_3,m,r1_m1,41.37 ,,,LM1,,
r1_4,m1_3,m,r1_m1,41.37 ,,,LM1,,
r2_3,m1_4,m,r2_m1,42.26 ,,,LM1,,
r2_4,m1_4,m,r2_m1,42.26 ,,,LM1,,
r3_1,m2_1,m,r3_m2,57.91 ,,,LM2,,
r3_2,m2_1,m,r3_m2,57.91 ,,,LM2,,
r4_10,m2_10,m,r4_m2,57.91 ,,,LM2,,
r4_9,m2_10,m,r4_m2,57.91 ,,,LM2,,
r4_1,m2_2,m,r4_m2,57.91 ,,,LM2,,
r4_2,m2_2,m,r4_m2,57.91 ,,,LM2,,
r3_3,m2_3,m,r3_m2,57.91 ,,,LM2,,
r3_4,m2_3,m,r3_m2,57.91 ,,,LM2,,
r4_3,m2_4,m,r4_m2,57.91 ,,,LM2,,
r4_4,m2_4,m,r4_m2,57.91 ,,,LM2,,
r3_5,m2_5,m,r3_m2,57.91 ,,,LM2,,
r3_6,m2_5,m,r3_m2,57.91 ,,,LM2,,
r4_5,m2_6,m,r4_m2,57.91 ,,,LM2,,
r4_6,m2_6,m,r4_m2,57.91 ,,,LM2,,
r3_7,m2_7,m,r3_m2,57.91 ,,,LM2,,
r3_8,m2_7,m,r3_m2,57.91 ,,,LM2,,
r4_7,m2_8,m,r4_m2,57.91 ,,,LM2,,
r4_8,m2_8,m,r4_m2,57.91 ,,,LM2,,
r3_10,m2_9,m,r3_m2,57.91 ,,,LM2,,
r3_9,m2_9,m,r3_m2,57.91 ,,,LM2,,
r5_1,m3_1,m,r5_m3,57.91 ,,,LM2,,
r5_2,m3_1,m,r5_m3,57.91 ,,,LM2,,
r5_3,m3_2,m,r5_m3,57.91 ,,,LM2,,
r5_4,m3_2,m,r5_m3,57.91 ,,,LM2,,
a2_1,m4_1,m,a2_m4,14.31 ,,,AC1,,
a2_2,m4_1,m,a2_m4,14.31 ,,,AC1,,
a2_3,m4_1,m,a2_m4,14.31 ,,,AC1,,
