equipment_port_last,equipment_port_next,equipment_type,queue_id,process_time,allocate_rule,parcel_type,sorter_zone,dest_code,dest_type
a1_1,m4_2,m,a1_m4,12.98 ,,,AC1,,
a1_2,m4_2,m,a1_m4,12.98 ,,,AC1,,
a1_3,m4_2,m,a1_m4,12.98 ,,,AC1,,
a2_4,m4_3,m,a2_m4,14.31 ,,,AC1,,
a2_5,m4_3,m,a2_m4,14.31 ,,,AC1,,
a2_6,m4_3,m,a2_m4,14.31 ,,,AC1,,
a1_4,m4_4,m,a1_m4,12.98 ,,,AC1,,
a1_5,m4_4,m,a1_m4,12.98 ,,,AC1,,
a1_6,m4_4,m,a1_m4,12.98 ,,,AC1,,
a2_7,m4_5,m,a2_m4,14.31 ,,,AC1,,
a2_8,m4_5,m,a2_m4,14.31 ,,,AC1,,
a2_9,m4_5,m,a2_m4,14.31 ,,,AC1,,
a1_7,m4_6,m,a1_m4,12.98 ,,,AC1,,
a1_8,m4_6,m,a1_m4,12.98 ,,,AC1,,
a1_9,m4_6,m,a1_m4,12.98 ,,,AC1,,
a2_10,m4_7,m,a2_m4,14.31 ,,,AC1,,
a2_11,m4_7,m,a2_m4,14.31 ,,,AC1,,
a2_12,m4_7,m,a2_m4,14.31 ,,,AC1,,
a1_10,m4_8,m,a1_m4,12.98 ,,,AC1,,
a1_11,m4_8,m,a1_m4,12.98 ,,,AC1,,
a1_12,m4_8,m,a1_m4,12.98 ,,,AC1,,
x2_1,x1_1,x,x2_x1,,,Parcel,LS1,,
x8_1,x1_1,x,x8_x1,,,Small,LS1,,
m1_1,x10_1,x,m1_x10,57.50 ,OD,Small,LM1,,
m1_2,x10_1,x,m1_x10,57.50 ,OD,Small,LM1,,
m1_3,x10_1,x,m1_x10,57.50 ,OD,Small,LM1,,
m1_4,x10_1,x,m1_x10,57.50 ,OD,Small,LM1,,
m2_1,x10_1,x,m2_x10,42.13 ,OD,Small,LM2,,
m2_10,x10_1,x,m2_x10,42.13 ,OD,Small,LM2,,
m2_2,x10_1,x,m2_x10,42.13 ,OD,Small,LM2,,
m2_3,x10_1,x,m2_x10,42.13 ,OD,Small,LM2,,
m2_4,x10_1,x,m2_x10,42.13 ,OD,Small,LM2,,
m2_5,x10_1,x,m2_x10,42.13 ,OD,Small,LM2,,
m2_6,x10_1,x,m2_x10,42.13 ,OD,Small,LM2,,
m2_7,x10_1,x,m2_x10,42.13 ,OD,Small,LM2,,
m2_8,x10_1,x,m2_x10,42.13 ,OD,Small,LM2,,
m2_9,x10_1,x,m2_x10,42.13 ,OD,Small,LM2,,
h3_1,x11_1,x,h3_x11,52.74 ,random,Parcel,AS1,,
h3_1,x12_1,x,h3_x12,52.74 ,random,Parcel,AS1,,
h3_1,x13_1,x,h1_x13,52.74 ,random,Parcel,AS2,,
h3_1,x14_1,x,h3_x14,52.74 ,random,Parcel,AS2,,
m3_1,x15_1,x,m3_x15,86.39 ,OD,Parcel,SE1,,
m3_2,x15_1,x,m3_x15,86.39 ,OD,Parcel,SE1,,
m4_1,x15_1,x,m4_x15,98.21 ,OD,Parcel,LS1,,
m4_3,x15_1,x,m4_x15,98.21 ,OD,Parcel,LS1,,
m4_5,x15_1,x,m4_x15,98.21 ,OD,Parcel,LS1,,
m3_1,x16_1,x,m3_x16,93.64 ,OD,Parcel,SE1,,
m3_2,x16_1,x,m3_x16,93.64 ,OD,Parcel,SE1,,
m4_1,x16_1,x,m4_x16,92.96 ,OD,Parcel,LS2,,
m4_3,x16_1,x,m4_x16,92.96 ,OD,Parcel,LS2,,
m4_5,x16_1,x,m4_x16,92.96 ,OD,Parcel,LS2,,
m3_1,x17_1,x,m3_x17,31.88 ,OD,Parcel,LM2,,
m3_2,x17_1,x,m3_x17,31.88 ,OD,Parcel,LM2,,
x10_1,x17_1,x,x10_x17,31.88 ,OD,Small,LM2,,
m4_2,x2_1,x,m4_x2,,OD,Parcel,LS1,,
x3_1,x2_1,x,x3_x2,,,Small,LS1,,
x9_1,x4_1,x,x9_x4,61.16 ,,Small,LS2,,
m4_2,x5_1,x,m4_x5,574.74 ,OD,Parcel,LS2,,
x4_1,x5_1,x,x4_x5,34.43 ,OD,Small,LS2,,
h1_1,x8_1,x,h1_x8,75.92 ,OD,Parcel,LS1,,
h2_1,x9_1,x,h2_x9,97.62 ,OD,Parcel,LS2,,
