equipment_id,truck_id,truck_type,time_stamp,action,store_size,real_time_stamp,run_time
a2_11,328074,AL,17236.0,end,1,2017-07-26 01:47:16.000,2017-08-29 10:01:50.972091
truck,338861502047,LL,17343.0,wait,2,2017-07-26 01:49:03.000,2017-08-29 10:01:50.972091
r4_1,338861502047,LL,17343.0,start,2,2017-07-26 01:49:03.000,2017-08-29 10:01:50.972091
r4_1,338861502047,LL,17346.13,end,2,2017-07-26 01:49:06.130,2017-08-29 10:01:50.972091
truck,328073,AL,17451.0,wait,1,2017-07-26 01:50:51.000,2017-08-29 10:01:50.972091
a2_12,328073,AL,17451.0,start,1,2017-07-26 01:50:51.000,2017-08-29 10:01:50.972091
a2_12,328073,AL,17451.0,end,1,2017-07-26 01:50:51.000,2017-08-29 10:01:50.972091
truck,328859,AL,17487.0,wait,1,2017-07-26 01:51:27.000,2017-08-29 10:01:50.972091
a2_3,328859,AL,17487.0,start,1,2017-07-26 01:51:27.000,2017-08-29 10:01:50.972091
a2_3,328859,AL,17487.0,end,1,2017-07-26 01:51:27.000,2017-08-29 10:01:50.972091
truck,338509132722,LL,17480.0,wait,6,2017-07-26 01:51:20.000,2017-08-29 10:01:50.972091
r3_1,338509132722,LL,17480.0,start,6,2017-07-26 01:51:20.000,2017-08-29 10:01:50.972091
r3_1,338509132722,LL,17489.390000000003,end,6,2017-07-26 01:51:29.390,2017-08-29 10:01:50.972091
truck,327775,AL,17525.0,wait,1,2017-07-26 01:52:05.000,2017-08-29 10:01:50.972091
a2_6,327775,AL,17525.0,start,1,2017-07-26 01:52:05.000,2017-08-29 10:01:50.972091
a2_6,327775,AL,17525.0,end,1,2017-07-26 01:52:05.000,2017-08-29 10:01:50.972091
truck,328105,AA,17604.0,wait,1,2017-07-26 01:53:24.000,2017-08-29 10:01:50.972091
a2_9,328105,AA,17604.0,start,1,2017-07-26 01:53:24.000,2017-08-29 10:01:50.972091
a2_9,328105,AA,17604.0,end,1,2017-07-26 01:53:24.000,2017-08-29 10:01:50.972091
truck,327794,AL,17682.0,wait,1,2017-07-26 01:54:42.000,2017-08-29 10:01:50.972091
a1_1,327794,AL,17682.0,start,1,2017-07-26 01:54:42.000,2017-08-29 10:01:50.972091
a1_1,327794,AL,17682.0,end,1,2017-07-26 01:54:42.000,2017-08-29 10:01:50.972091
truck,328075,AA,17700.0,wait,1,2017-07-26 01:55:00.000,2017-08-29 10:01:50.972091
a2_11,328075,AA,17700.0,start,1,2017-07-26 01:55:00.000,2017-08-29 10:01:50.972091
a2_11,328075,AA,17700.0,end,1,2017-07-26 01:55:00.000,2017-08-29 10:01:50.972091
truck,327793,AL,17705.0,wait,1,2017-07-26 01:55:05.000,2017-08-29 10:01:50.972091
a2_12,327793,AL,17705.0,start,1,2017-07-26 01:55:05.000,2017-08-29 10:01:50.972091
a2_12,327793,AL,17705.0,end,1,2017-07-26 01:55:05.000,2017-08-29 10:01:50.972091
truck,338596874756,LA,17597.0,wait,87,2017-07-26 01:53:17.000,2017-08-29 10:01:50.972091
r5_1,338596874756,LA,17597.0,start,87,2017-07-26 01:53:17.000,2017-08-29 10:01:50.972091
r5_1,338596874756,LA,17734.720000000045,end,87,2017-07-26 01:55:34.720,2017-08-29 10:01:50.972091
truck,338196620822,LL,17733.0,wait,1,2017-07-26 01:55:33.000,2017-08-29 10:01:50.972091
r1_2,338196620822,LL,17733.0,start,1,2017-07-26 01:55:33.000,2017-08-29 10:01:50.972091
r1_2,338196620822,LL,17736.68,end,1,2017-07-26 01:55:36.680,2017-08-29 10:01:50.972091
truck,327703,AL,17752.0,wait,1,2017-07-26 01:55:52.000,2017-08-29 10:01:50.972091
a2_3,327703,AL,17752.0,start,1,2017-07-26 01:55:52.000,2017-08-29 10:01:50.972091
a2_3,327703,AL,17752.0,end,1,2017-07-26 01:55:52.000,2017-08-29 10:01:50.972091
truck,327814,AL,17752.0,wait,1,2017-07-26 01:55:52.000,2017-08-29 10:01:50.972091
a2_6,327814,AL,17752.0,start,1,2017-07-26 01:55:52.000,2017-08-29 10:01:50.972091
a2_6,327814,AL,17752.0,end,1,2017-07-26 01:55:52.000,2017-08-29 10:01:50.972091
truck,328255,AA,17782.0,wait,1,2017-07-26 01:56:22.000,2017-08-29 10:01:50.972091
a2_9,328255,AA,17782.0,start,1,2017-07-26 01:56:22.000,2017-08-29 10:01:50.972091
a2_9,328255,AA,17782.0,end,1,2017-07-26 01:56:22.000,2017-08-29 10:01:50.972091
truck,327687,AL,17785.0,wait,1,2017-07-26 01:56:25.000,2017-08-29 10:01:50.972091
a1_1,327687,AL,17785.0,start,1,2017-07-26 01:56:25.000,2017-08-29 10:01:50.972091
a1_1,327687,AL,17785.0,end,1,2017-07-26 01:56:25.000,2017-08-29 10:01:50.972091
truck,327752,AA,17870.0,wait,1,2017-07-26 01:57:50.000,2017-08-29 10:01:50.972091
a2_11,327752,AA,17870.0,start,1,2017-07-26 01:57:50.000,2017-08-29 10:01:50.972091
a2_11,327752,AA,17870.0,end,1,2017-07-26 01:57:50.000,2017-08-29 10:01:50.972091
truck,328283,AL,17876.0,wait,1,2017-07-26 01:57:56.000,2017-08-29 10:01:50.972091
a2_12,328283,AL,17876.0,start,1,2017-07-26 01:57:56.000,2017-08-29 10:01:50.972091
a2_12,328283,AL,17876.0,end,1,2017-07-26 01:57:56.000,2017-08-29 10:01:50.972091
truck,338707788186,LA,17871.0,wait,6,2017-07-26 01:57:51.000,2017-08-29 10:01:50.972091
r4_1,338707788186,LA,17871.0,start,6,2017-07-26 01:57:51.000,2017-08-29 10:01:50.972091
r4_1,338707788186,LA,17880.390000000003,end,6,2017-07-26 01:58:00.390,2017-08-29 10:01:50.972091
truck,328269,AL,17937.0,wait,1,2017-07-26 01:58:57.000,2017-08-29 10:01:50.972091
a2_3,328269,AL,17937.0,start,1,2017-07-26 01:58:57.000,2017-08-29 10:01:50.972091
a2_3,328269,AL,17937.0,end,1,2017-07-26 01:58:57.000,2017-08-29 10:01:50.972091
truck,327749,AA,17938.0,wait,1,2017-07-26 01:58:58.000,2017-08-29 10:01:50.972091
a2_6,327749,AA,17938.0,start,1,2017-07-26 01:58:58.000,2017-08-29 10:01:50.972091
a2_6,327749,AA,17938.0,end,1,2017-07-26 01:58:58.000,2017-08-29 10:01:50.972091
truck,327688,AL,17940.0,wait,1,2017-07-26 01:59:00.000,2017-08-29 10:01:50.972091
a2_9,327688,AL,17940.0,start,1,2017-07-26 01:59:00.000,2017-08-29 10:01:50.972091
a2_9,327688,AL,17940.0,end,1,2017-07-26 01:59:00.000,2017-08-29 10:01:50.972091
truck,594399,AL,17940.0,wait,1,2017-07-26 01:59:00.000,2017-08-29 10:01:50.972091
a1_1,594399,AL,17940.0,start,1,2017-07-26 01:59:00.000,2017-08-29 10:01:50.972091
a1_1,594399,AL,17940.0,end,1,2017-07-26 01:59:00.000,2017-08-29 10:01:50.972091
truck,327761,AL,17941.0,wait,1,2017-07-26 01:59:01.000,2017-08-29 10:01:50.972091
a2_11,327761,AL,17941.0,start,1,2017-07-26 01:59:01.000,2017-08-29 10:01:50.972091
a2_11,327761,AL,17941.0,end,1,2017-07-26 01:59:01.000,2017-08-29 10:01:50.972091
truck,328065,AL,17976.0,wait,1,2017-07-26 01:59:36.000,2017-08-29 10:01:50.972091
a2_12,328065,AL,17976.0,start,1,2017-07-26 01:59:36.000,2017-08-29 10:01:50.972091
a2_12,328065,AL,17976.0,end,1,2017-07-26 01:59:36.000,2017-08-29 10:01:50.972091
truck,594403,AL,17976.0,wait,1,2017-07-26 01:59:36.000,2017-08-29 10:01:50.972091
a2_3,594403,AL,17976.0,start,1,2017-07-26 01:59:36.000,2017-08-29 10:01:50.972091
a2_3,594403,AL,17976.0,end,1,2017-07-26 01:59:36.000,2017-08-29 10:01:50.972091
truck,328024,AL,17995.0,wait,1,2017-07-26 01:59:55.000,2017-08-29 10:01:50.972091
a2_6,328024,AL,17995.0,start,1,2017-07-26 01:59:55.000,2017-08-29 10:01:50.972091
a2_6,328024,AL,17995.0,end,1,2017-07-26 01:59:55.000,2017-08-29 10:01:50.972091
