equipment_id,truck_id,truck_type,time_stamp,action,store_size,real_time_stamp,run_time
a2_9,328135,AA,14831.000000000002,end,1,2017-07-26 01:07:11.000,2017-08-29 10:01:50.972091
truck,328050,AL,14860.000000000002,wait,1,2017-07-26 01:07:40.000,2017-08-29 10:01:50.972091
a1_1,328050,AL,14860.000000000002,start,1,2017-07-26 01:07:40.000,2017-08-29 10:01:50.972091
a1_1,328050,AL,14860.000000000002,end,1,2017-07-26 01:07:40.000,2017-08-29 10:01:50.972091
truck,327987,AL,14878.000000000002,wait,1,2017-07-26 01:07:58.000,2017-08-29 10:01:50.972091
a2_11,327987,AL,14878.000000000002,start,1,2017-07-26 01:07:58.000,2017-08-29 10:01:50.972091
a2_11,327987,AL,14878.000000000002,end,1,2017-07-26 01:07:58.000,2017-08-29 10:01:50.972091
truck,328230,AL,14886.000000000002,wait,1,2017-07-26 01:08:06.000,2017-08-29 10:01:50.972091
a2_12,328230,AL,14886.000000000002,start,1,2017-07-26 01:08:06.000,2017-08-29 10:01:50.972091
a2_12,328230,AL,14886.000000000002,end,1,2017-07-26 01:08:06.000,2017-08-29 10:01:50.972091
truck,336994000500,LL,14902.000000000002,wait,1,2017-07-26 01:08:22.000,2017-08-29 10:01:50.972091
r1_2,336994000500,LL,14902.000000000002,start,1,2017-07-26 01:08:22.000,2017-08-29 10:01:50.972091
r1_2,336994000500,LL,14905.680000000002,end,1,2017-07-26 01:08:25.680,2017-08-29 10:01:50.972091
truck,327790,AL,14908.000000000002,wait,1,2017-07-26 01:08:28.000,2017-08-29 10:01:50.972091
a2_3,327790,AL,14908.000000000002,start,1,2017-07-26 01:08:28.000,2017-08-29 10:01:50.972091
a2_3,327790,AL,14908.000000000002,end,1,2017-07-26 01:08:28.000,2017-08-29 10:01:50.972091
truck,328007,AA,14918.000000000002,wait,1,2017-07-26 01:08:38.000,2017-08-29 10:01:50.972091
a2_6,328007,AA,14918.000000000002,start,1,2017-07-26 01:08:38.000,2017-08-29 10:01:50.972091
a2_6,328007,AA,14918.000000000002,end,1,2017-07-26 01:08:38.000,2017-08-29 10:01:50.972091
truck,328009,AA,14918.000000000002,wait,1,2017-07-26 01:08:38.000,2017-08-29 10:01:50.972091
a2_9,328009,AA,14918.000000000002,start,1,2017-07-26 01:08:38.000,2017-08-29 10:01:50.972091
a2_9,328009,AA,14918.000000000002,end,1,2017-07-26 01:08:38.000,2017-08-29 10:01:50.972091
truck,328013,AA,14918.000000000002,wait,1,2017-07-26 01:08:38.000,2017-08-29 10:01:50.972091
a1_1,328013,AA,14918.000000000002,start,1,2017-07-26 01:08:38.000,2017-08-29 10:01:50.972091
a1_1,328013,AA,14918.000000000002,end,1,2017-07-26 01:08:38.000,2017-08-29 10:01:50.972091
truck,328041,AA,14918.000000000002,wait,1,2017-07-26 01:08:38.000,2017-08-29 10:01:50.972091
a2_11,328041,AA,14918.000000000002,start,1,2017-07-26 01:08:38.000,2017-08-29 10:01:50.972091
a2_11,328041,AA,14918.000000000002,end,1,2017-07-26 01:08:38.000,2017-08-29 10:01:50.972091
truck,327983,AL,14924.000000000002,wait,1,2017-07-26 01:08:44.000,2017-08-29 10:01:50.972091
a2_12,327983,AL,14924.000000000002,start,1,2017-07-26 01:08:44.000,2017-08-29 10:01:50.972091
a2_12,327983,AL,14924.000000000002,end,1,2017-07-26 01:08:44.000,2017-08-29 10:01:50.972091
truck,328120,AL,14924.000000000002,wait,1,2017-07-26 01:08:44.000,2017-08-29 10:01:50.972091
a2_3,328120,AL,14924.000000000002,start,1,2017-07-26 01:08:44.000,2017-08-29 10:01:50.972091
a2_3,328120,AL,14924.000000000002,end,1,2017-07-26 01:08:44.000,2017-08-29 10:01:50.972091
truck,328121,AL,14924.000000000002,wait,1,2017-07-26 01:08:44.000,2017-08-29 10:01:50.972091
a2_6,328121,AL,14924.000000000002,start,1,2017-07-26 01:08:44.000,2017-08-29 10:01:50.972091
a2_6,328121,AL,14924.000000000002,end,1,2017-07-26 01:08:44.000,2017-08-29 10:01:50.972091
truck,327833,AA,14939.000000000002,wait,1,2017-07-26 01:08:59.000,2017-08-29 10:01:50.972091
a2_9,327833,AA,14939.000000000002,start,1,2017-07-26 01:08:59.000,2017-08-29 10:01:50.972091
a2_9,327833,AA,14939.000000000002,end,1,2017-07-26 01:08:59.000,2017-08-29 10:01:50.972091
truck,328481,AL,14953.000000000002,wait,1,2017-07-26 01:09:13.000,2017-08-29 10:01:50.972091
a1_1,328481,AL,14953.000000000002,start,1,2017-07-26 01:09:13.000,2017-08-29 10:01:50.972091
a1_1,328481,AL,14953.000000000002,end,1,2017-07-26 01:09:13.000,2017-08-29 10:01:50.972091
truck,328133,AA,14976.000000000002,wait,1,2017-07-26 01:09:36.000,2017-08-29 10:01:50.972091
a2_11,328133,AA,14976.000000000002,start,1,2017-07-26 01:09:36.000,2017-08-29 10:01:50.972091
a2_11,328133,AA,14976.000000000002,end,1,2017-07-26 01:09:36.000,2017-08-29 10:01:50.972091
truck,330223,AL,14992.000000000002,wait,1,2017-07-26 01:09:52.000,2017-08-29 10:01:50.972091
a2_12,330223,AL,14992.000000000002,start,1,2017-07-26 01:09:52.000,2017-08-29 10:01:50.972091
a2_12,330223,AL,14992.000000000002,end,1,2017-07-26 01:09:52.000,2017-08-29 10:01:50.972091
truck,328006,AL,14995.000000000002,wait,1,2017-07-26 01:09:55.000,2017-08-29 10:01:50.972091
a2_3,328006,AL,14995.000000000002,start,1,2017-07-26 01:09:55.000,2017-08-29 10:01:50.972091
a2_3,328006,AL,14995.000000000002,end,1,2017-07-26 01:09:55.000,2017-08-29 10:01:50.972091
truck,328052,AL,15016.000000000002,wait,1,2017-07-26 01:10:16.000,2017-08-29 10:01:50.972091
a2_6,328052,AL,15016.000000000002,start,1,2017-07-26 01:10:16.000,2017-08-29 10:01:50.972091
a2_6,328052,AL,15016.000000000002,end,1,2017-07-26 01:10:16.000,2017-08-29 10:01:50.972091
truck,327978,AA,15020.000000000002,wait,1,2017-07-26 01:10:20.000,2017-08-29 10:01:50.972091
a2_9,327978,AA,15020.000000000002,start,1,2017-07-26 01:10:20.000,2017-08-29 10:01:50.972091
a2_9,327978,AA,15020.000000000002,end,1,2017-07-26 01:10:20.000,2017-08-29 10:01:50.972091
truck,328002,AA,15041.000000000002,wait,1,2017-07-26 01:10:41.000,2017-08-29 10:01:50.972091
a1_1,328002,AA,15041.000000000002,start,1,2017-07-26 01:10:41.000,2017-08-29 10:01:50.972091
a1_1,328002,AA,15041.000000000002,end,1,2017-07-26 01:10:41.000,2017-08-29 10:01:50.972091
truck,328118,AA,15057.000000000002,wait,1,2017-07-26 01:10:57.000,2017-08-29 10:01:50.972091
a2_11,328118,AA,15057.000000000002,start,1,2017-07-26 01:10:57.000,2017-08-29 10:01:50.972091
a2_11,328118,AA,15057.000000000002,end,1,2017-07-26 01:10:57.000,2017-08-29 10:01:50.972091
truck,328134,AL,15074.000000000002,wait,1,2017-07-26 01:11:14.000,2017-08-29 10:01:50.972091
a2_12,328134,AL,15074.000000000002,start,1,2017-07-26 01:11:14.000,2017-08-29 10:01:50.972091
a2_12,328134,AL,15074.000000000002,end,1,2017-07-26 01:11:14.000,2017-08-29 10:01:50.972091
truck,327809,AA,15085.000000000002,wait,1,2017-07-26 01:11:25.000,2017-08-29 10:01:50.972091
a2_3,327809,AA,15085.000000000002,start,1,2017-07-26 01:11:25.000,2017-08-29 10:01:50.972091
a2_3,327809,AA,15085.000000000002,end,1,2017-07-26 01:11:25.000,2017-08-29 10:01:50.972091
truck,328123,AA,15111.000000000002,wait,1,2017-07-26 01:11:51.000,2017-08-29 10:01:50.972091
a2_6,328123,AA,15111.000000000002,start,1,2017-07-26 01:11:51.000,2017-08-29 10:01:50.972091
a2_6,328123,AA,15111.000000000002,end,1,2017-07-26 01:11:51.000,2017-08-29 10:01:50.972091
truck,328136,AL,15130.000000000002,wait,1,2017-07-26 01:12:10.000,2017-08-29 10:01:50.972091
a2_9,328136,AL,15130.000000000002,start,1,2017-07-26 01:12:10.000,2017-08-29 10:01:50.972091
a2_9,328136,AL,15130.000000000002,end,1,2017-07-26 01:12:10.000,2017-08-29 10:01:50.972091
truck,327977,AL,15149.000000000002,wait,1,2017-07-26 01:12:29.000,2017-08-29 10:01:50.972091
a1_1,327977,AL,15149.000000000002,start,1,2017-07-26 01:12:29.000,2017-08-29 10:01:50.972091
a1_1,327977,AL,15149.000000000002,end,1,2017-07-26 01:12:29.000,2017-08-29 10:01:50.972091
truck,328004,AL,15149.000000000002,wait,1,2017-07-26 01:12:29.000,2017-08-29 10:01:50.972091
a2_11,328004,AL,15149.000000000002,start,1,2017-07-26 01:12:29.000,2017-08-29 10:01:50.972091
a2_11,328004,AL,15149.000000000002,end,1,2017-07-26 01:12:29.000,2017-08-29 10:01:50.972091
truck,328030,AA,15179.000000000002,wait,1,2017-07-26 01:12:59.000,2017-08-29 10:01:50.972091
a2_12,328030,AA,15179.000000000002,start,1,2017-07-26 01:12:59.000,2017-08-29 10:01:50.972091
a2_12,328030,AA,15179.000000000002,end,1,2017-07-26 01:12:59.000,2017-08-29 10:01:50.972091
truck,328031,AA,15179.000000000002,wait,1,2017-07-26 01:12:59.000,2017-08-29 10:01:50.972091
a2_3,328031,AA,15179.000000000002,start,1,2017-07-26 01:12:59.000,2017-08-29 10:01:50.972091
a2_3,328031,AA,15179.000000000002,end,1,2017-07-26 01:12:59.000,2017-08-29 10:01:50.972091
truck,327966,AA,15182.000000000002,wait,1,2017-07-26 01:13:02.000,2017-08-29 10:01:50.972091
a2_6,327966,AA,15182.000000000002,start,1,2017-07-26 01:13:02.000,2017-08-29 10:01:50.972091
a2_6,327966,AA,15182.000000000002,end,1,2017-07-26 01:13:02.000,2017-08-29 10:01:50.972091
truck,327967,AA,15182.000000000002,wait,1,2017-07-26 01:13:02.000,2017-08-29 10:01:50.972091
a2_9,327967,AA,15182.000000000002,start,1,2017-07-26 01:13:02.000,2017-08-29 10:01:50.972091
a2_9,327967,AA,15182.000000000002,end,1,2017-07-26 01:13:02.000,2017-08-29 10:01:50.972091
truck,594397,AL,15207.000000000002,wait,1,2017-07-26 01:13:27.000,2017-08-29 10:01:50.972091
a1_1,594397,AL,15207.000000000002,start,1,2017-07-26 01:13:27.000,2017-08-29 10:01:50.972091
a1_1,594397,AL,15207.000000000002,end,1,2017-07-26 01:13:27.000,2017-08-29 10:01:50.972091
truck,328114,AL,15230.000000000002,wait,1,2017-07-26 01:13:50.000,2017-08-29 10:01:50.972091
a2_11,328114,AL,15230.000000000002,start,1,2017-07-26 01:13:50.000,2017-08-29 10:01:50.972091
a2_11,328114,AL,15230.000000000002,end,1,2017-07-26 01:13:50.000,2017-08-29 10:01:50.972091
truck,328127,AL,15230.000000000002,wait,1,2017-07-26 01:13:50.000,2017-08-29 10:01:50.972091
a2_12,328127,AL,15230.000000000002,start,1,2017-07-26 01:13:50.000,2017-08-29 10:01:50.972091
a2_12,328127,AL,15230.000000000002,end,1,2017-07-26 01:13:50.000,2017-08-29 10:01:50.972091
truck,328115,AA,15235.000000000002,wait,1,2017-07-26 01:13:55.000,2017-08-29 10:01:50.972091
a2_3,328115,AA,15235.000000000002,start,1,2017-07-26 01:13:55.000,2017-08-29 10:01:50.972091
a2_3,328115,AA,15235.000000000002,end,1,2017-07-26 01:13:55.000,2017-08-29 10:01:50.972091
truck,328129,AL,15259.000000000002,wait,1,2017-07-26 01:14:19.000,2017-08-29 10:01:50.972091
a2_6,328129,AL,15259.000000000002,start,1,2017-07-26 01:14:19.000,2017-08-29 10:01:50.972091
a2_6,328129,AL,15259.000000000002,end,1,2017-07-26 01:14:19.000,2017-08-29 10:01:50.972091
truck,329588,AL,15265.000000000002,wait,1,2017-07-26 01:14:25.000,2017-08-29 10:01:50.972091
a2_9,329588,AL,15265.000000000002,start,1,2017-07-26 01:14:25.000,2017-08-29 10:01:50.972091
a2_9,329588,AL,15265.000000000002,end,1,2017-07-26 01:14:25.000,2017-08-29 10:01:50.972091
truck,327973,AA,15289.000000000002,wait,1,2017-07-26 01:14:49.000,2017-08-29 10:01:50.972091
a1_1,327973,AA,15289.000000000002,start,1,2017-07-26 01:14:49.000,2017-08-29 10:01:50.972091
a1_1,327973,AA,15289.000000000002,end,1,2017-07-26 01:14:49.000,2017-08-29 10:01:50.972091
truck,328012,AL,15321.000000000002,wait,1,2017-07-26 01:15:21.000,2017-08-29 10:01:50.972091
a2_11,328012,AL,15321.000000000002,start,1,2017-07-26 01:15:21.000,2017-08-29 10:01:50.972091
a2_11,328012,AL,15321.000000000002,end,1,2017-07-26 01:15:21.000,2017-08-29 10:01:50.972091
truck,328042,AL,15321.000000000002,wait,1,2017-07-26 01:15:21.000,2017-08-29 10:01:50.972091
a2_12,328042,AL,15321.000000000002,start,1,2017-07-26 01:15:21.000,2017-08-29 10:01:50.972091
a2_12,328042,AL,15321.000000000002,end,1,2017-07-26 01:15:21.000,2017-08-29 10:01:50.972091
truck,328138,AA,15350.000000000002,wait,1,2017-07-26 01:15:50.000,2017-08-29 10:01:50.972091
a2_3,328138,AA,15350.000000000002,start,1,2017-07-26 01:15:50.000,2017-08-29 10:01:50.972091
a2_3,328138,AA,15350.000000000002,end,1,2017-07-26 01:15:50.000,2017-08-29 10:01:50.972091
truck,327980,AA,15359.000000000002,wait,1,2017-07-26 01:15:59.000,2017-08-29 10:01:50.972091
a2_6,327980,AA,15359.000000000002,start,1,2017-07-26 01:15:59.000,2017-08-29 10:01:50.972091
a2_6,327980,AA,15359.000000000002,end,1,2017-07-26 01:15:59.000,2017-08-29 10:01:50.972091
truck,336809577559,LA,15318.000000000002,wait,37,2017-07-26 01:15:18.000,2017-08-29 10:01:50.972091
r3_1,336809577559,LA,15318.000000000002,start,37,2017-07-26 01:15:18.000,2017-08-29 10:01:50.972091
r3_1,336809577559,LA,15377.469999999987,end,37,2017-07-26 01:16:17.470,2017-08-29 10:01:50.972091
truck,328132,AA,15389.000000000002,wait,1,2017-07-26 01:16:29.000,2017-08-29 10:01:50.972091
a2_9,328132,AA,15389.000000000002,start,1,2017-07-26 01:16:29.000,2017-08-29 10:01:50.972091
a2_9,328132,AA,15389.000000000002,end,1,2017-07-26 01:16:29.000,2017-08-29 10:01:50.972091
truck,328001,AL,15399.000000000002,wait,1,2017-07-26 01:16:39.000,2017-08-29 10:01:50.972091
a1_1,328001,AL,15399.000000000002,start,1,2017-07-26 01:16:39.000,2017-08-29 10:01:50.972091
a1_1,328001,AL,15399.000000000002,end,1,2017-07-26 01:16:39.000,2017-08-29 10:01:50.972091
truck,328229,AL,15399.000000000002,wait,1,2017-07-26 01:16:39.000,2017-08-29 10:01:50.972091
a2_11,328229,AL,15399.000000000002,start,1,2017-07-26 01:16:39.000,2017-08-29 10:01:50.972091
a2_11,328229,AL,15399.000000000002,end,1,2017-07-26 01:16:39.000,2017-08-29 10:01:50.972091
truck,328232,AL,15399.000000000002,wait,1,2017-07-26 01:16:39.000,2017-08-29 10:01:50.972091
a2_12,328232,AL,15399.000000000002,start,1,2017-07-26 01:16:39.000,2017-08-29 10:01:50.972091
a2_12,328232,AL,15399.000000000002,end,1,2017-07-26 01:16:39.000,2017-08-29 10:01:50.972091
truck,328038,AA,15422.000000000002,wait,1,2017-07-26 01:17:02.000,2017-08-29 10:01:50.972091
a2_3,328038,AA,15422.000000000002,start,1,2017-07-26 01:17:02.000,2017-08-29 10:01:50.972091
a2_3,328038,AA,15422.000000000002,end,1,2017-07-26 01:17:02.000,2017-08-29 10:01:50.972091
truck,526484,AL,15426.000000000002,wait,1,2017-07-26 01:17:06.000,2017-08-29 10:01:50.972091
a2_6,526484,AL,15426.000000000002,start,1,2017-07-26 01:17:06.000,2017-08-29 10:01:50.972091
a2_6,526484,AL,15426.000000000002,end,1,2017-07-26 01:17:06.000,2017-08-29 10:01:50.972091
truck,327968,AA,15523.000000000002,wait,1,2017-07-26 01:18:43.000,2017-08-29 10:01:50.972091
a2_9,327968,AA,15523.000000000002,start,1,2017-07-26 01:18:43.000,2017-08-29 10:01:50.972091
a2_9,327968,AA,15523.000000000002,end,1,2017-07-26 01:18:43.000,2017-08-29 10:01:50.972091
truck,328638,AL,15527.000000000002,wait,1,2017-07-26 01:18:47.000,2017-08-29 10:01:50.972091
a1_1,328638,AL,15527.000000000002,start,1,2017-07-26 01:18:47.000,2017-08-29 10:01:50.972091
a1_1,328638,AL,15527.000000000002,end,1,2017-07-26 01:18:47.000,2017-08-29 10:01:50.972091
truck,327799,AL,15530.000000000002,wait,1,2017-07-26 01:18:50.000,2017-08-29 10:01:50.972091
a2_11,327799,AL,15530.000000000002,start,1,2017-07-26 01:18:50.000,2017-08-29 10:01:50.972091
a2_11,327799,AL,15530.000000000002,end,1,2017-07-26 01:18:50.000,2017-08-29 10:01:50.972091
truck,328061,AL,15595.000000000002,wait,1,2017-07-26 01:19:55.000,2017-08-29 10:01:50.972091
a2_12,328061,AL,15595.000000000002,start,1,2017-07-26 01:19:55.000,2017-08-29 10:01:50.972091
a2_12,328061,AL,15595.000000000002,end,1,2017-07-26 01:19:55.000,2017-08-29 10:01:50.972091
truck,554518,AL,15725.000000000002,wait,1,2017-07-26 01:22:05.000,2017-08-29 10:01:50.972091
a2_3,554518,AL,15725.000000000002,start,1,2017-07-26 01:22:05.000,2017-08-29 10:01:50.972091
a2_3,554518,AL,15725.000000000002,end,1,2017-07-26 01:22:05.000,2017-08-29 10:01:50.972091
truck,327800,AL,15739.000000000002,wait,1,2017-07-26 01:22:19.000,2017-08-29 10:01:50.972091
a2_6,327800,AL,15739.000000000002,start,1,2017-07-26 01:22:19.000,2017-08-29 10:01:50.972091
a2_6,327800,AL,15739.000000000002,end,1,2017-07-26 01:22:19.000,2017-08-29 10:01:50.972091
truck,327791,AL,15769.000000000002,wait,1,2017-07-26 01:22:49.000,2017-08-29 10:01:50.972091
a2_9,327791,AL,15769.000000000002,start,1,2017-07-26 01:22:49.000,2017-08-29 10:01:50.972091
a2_9,327791,AL,15769.000000000002,end,1,2017-07-26 01:22:49.000,2017-08-29 10:01:50.972091
truck,328008,AL,15769.000000000002,wait,1,2017-07-26 01:22:49.000,2017-08-29 10:01:50.972091
a1_1,328008,AL,15769.000000000002,start,1,2017-07-26 01:22:49.000,2017-08-29 10:01:50.972091
a1_1,328008,AL,15769.000000000002,end,1,2017-07-26 01:22:49.000,2017-08-29 10:01:50.972091
truck,328011,AL,15769.000000000002,wait,1,2017-07-26 01:22:49.000,2017-08-29 10:01:50.972091
a2_11,328011,AL,15769.000000000002,start,1,2017-07-26 01:22:49.000,2017-08-29 10:01:50.972091
a2_11,328011,AL,15769.000000000002,end,1,2017-07-26 01:22:49.000,2017-08-29 10:01:50.972091
truck,327965,AL,15782.000000000002,wait,1,2017-07-26 01:23:02.000,2017-08-29 10:01:50.972091
a2_12,327965,AL,15782.000000000002,start,1,2017-07-26 01:23:02.000,2017-08-29 10:01:50.972091
a2_12,327965,AL,15782.000000000002,end,1,2017-07-26 01:23:02.000,2017-08-29 10:01:50.972091
truck,328096,AL,15800.000000000002,wait,1,2017-07-26 01:23:20.000,2017-08-29 10:01:50.972091
a2_3,328096,AL,15800.000000000002,start,1,2017-07-26 01:23:20.000,2017-08-29 10:01:50.972091
a2_3,328096,AL,15800.000000000002,end,1,2017-07-26 01:23:20.000,2017-08-29 10:01:50.972091
truck,594405,AL,15855.000000000002,wait,1,2017-07-26 01:24:15.000,2017-08-29 10:01:50.972091
a2_6,594405,AL,15855.000000000002,start,1,2017-07-26 01:24:15.000,2017-08-29 10:01:50.972091
a2_6,594405,AL,15855.000000000002,end,1,2017-07-26 01:24:15.000,2017-08-29 10:01:50.972091
truck,328005,AL,15980.000000000002,wait,1,2017-07-26 01:26:20.000,2017-08-29 10:01:50.972091
a2_9,328005,AL,15980.000000000002,start,1,2017-07-26 01:26:20.000,2017-08-29 10:01:50.972091
a2_9,328005,AL,15980.000000000002,end,1,2017-07-26 01:26:20.000,2017-08-29 10:01:50.972091
truck,328034,AL,15980.000000000002,wait,1,2017-07-26 01:26:20.000,2017-08-29 10:01:50.972091
a1_1,328034,AL,15980.000000000002,start,1,2017-07-26 01:26:20.000,2017-08-29 10:01:50.972091
a1_1,328034,AL,15980.000000000002,end,1,2017-07-26 01:26:20.000,2017-08-29 10:01:50.972091
truck,328045,AL,15980.000000000002,wait,1,2017-07-26 01:26:20.000,2017-08-29 10:01:50.972091
a2_11,328045,AL,15980.000000000002,start,1,2017-07-26 01:26:20.000,2017-08-29 10:01:50.972091
a2_11,328045,AL,15980.000000000002,end,1,2017-07-26 01:26:20.000,2017-08-29 10:01:50.972091
truck,328227,AL,15980.000000000002,wait,1,2017-07-26 01:26:20.000,2017-08-29 10:01:50.972091
a2_12,328227,AL,15980.000000000002,start,1,2017-07-26 01:26:20.000,2017-08-29 10:01:50.972091
a2_12,328227,AL,15980.000000000002,end,1,2017-07-26 01:26:20.000,2017-08-29 10:01:50.972091
truck,328126,AL,15999.000000000002,wait,1,2017-07-26 01:26:39.000,2017-08-29 10:01:50.972091
a2_3,328126,AL,15999.000000000002,start,1,2017-07-26 01:26:39.000,2017-08-29 10:01:50.972091
a2_3,328126,AL,15999.000000000002,end,1,2017-07-26 01:26:39.000,2017-08-29 10:01:50.972091
truck,340002202130,LA,16048.000000000002,wait,1,2017-07-26 01:27:28.000,2017-08-29 10:01:50.972091
r5_1,340002202130,LA,16048.000000000002,start,1,2017-07-26 01:27:28.000,2017-08-29 10:01:50.972091
r5_1,340002202130,LA,16051.130000000001,end,1,2017-07-26 01:27:31.130,2017-08-29 10:01:50.972091
truck,328054,AL,16076.000000000002,wait,1,2017-07-26 01:27:56.000,2017-08-29 10:01:50.972091
a2_6,328054,AL,16076.000000000002,start,1,2017-07-26 01:27:56.000,2017-08-29 10:01:50.972091
a2_6,328054,AL,16076.000000000002,end,1,2017-07-26 01:27:56.000,2017-08-29 10:01:50.972091
truck,327982,AL,16092.000000000002,wait,1,2017-07-26 01:28:12.000,2017-08-29 10:01:50.972091
a2_9,327982,AL,16092.000000000002,start,1,2017-07-26 01:28:12.000,2017-08-29 10:01:50.972091
a2_9,327982,AL,16092.000000000002,end,1,2017-07-26 01:28:12.000,2017-08-29 10:01:50.972091
truck,327684,AA,16102.000000000002,wait,1,2017-07-26 01:28:22.000,2017-08-29 10:01:50.972091
a1_1,327684,AA,16102.000000000002,start,1,2017-07-26 01:28:22.000,2017-08-29 10:01:50.972091
a1_1,327684,AA,16102.000000000002,end,1,2017-07-26 01:28:22.000,2017-08-29 10:01:50.972091
truck,328117,AL,16111.000000000002,wait,1,2017-07-26 01:28:31.000,2017-08-29 10:01:50.972091
a2_11,328117,AL,16111.000000000002,start,1,2017-07-26 01:28:31.000,2017-08-29 10:01:50.972091
a2_11,328117,AL,16111.000000000002,end,1,2017-07-26 01:28:31.000,2017-08-29 10:01:50.972091
truck,328125,AL,16118.000000000002,wait,1,2017-07-26 01:28:38.000,2017-08-29 10:01:50.972091
a2_12,328125,AL,16118.000000000002,start,1,2017-07-26 01:28:38.000,2017-08-29 10:01:50.972091
a2_12,328125,AL,16118.000000000002,end,1,2017-07-26 01:28:38.000,2017-08-29 10:01:50.972091
truck,327939,AA,16284.000000000002,wait,1,2017-07-26 01:31:24.000,2017-08-29 10:01:50.972091
a2_3,327939,AA,16284.000000000002,start,1,2017-07-26 01:31:24.000,2017-08-29 10:01:50.972091
a2_3,327939,AA,16284.000000000002,end,1,2017-07-26 01:31:24.000,2017-08-29 10:01:50.972091
truck,327796,AL,16363.000000000002,wait,1,2017-07-26 01:32:43.000,2017-08-29 10:01:50.972091
a2_6,327796,AL,16363.000000000002,start,1,2017-07-26 01:32:43.000,2017-08-29 10:01:50.972091
a2_6,327796,AL,16363.000000000002,end,1,2017-07-26 01:32:43.000,2017-08-29 10:01:50.972091
truck,327946,AL,16563.0,wait,1,2017-07-26 01:36:03.000,2017-08-29 10:01:50.972091
a2_9,327946,AL,16563.0,start,1,2017-07-26 01:36:03.000,2017-08-29 10:01:50.972091
a2_9,327946,AL,16563.0,end,1,2017-07-26 01:36:03.000,2017-08-29 10:01:50.972091
truck,338344311518,LA,16548.0,wait,9,2017-07-26 01:35:48.000,2017-08-29 10:01:50.972091
r4_1,338344311518,LA,16548.0,start,9,2017-07-26 01:35:48.000,2017-08-29 10:01:50.972091
r4_1,338344311518,LA,16563.650000000005,end,9,2017-07-26 01:36:03.650,2017-08-29 10:01:50.972091
truck,327685,AA,16591.0,wait,1,2017-07-26 01:36:31.000,2017-08-29 10:01:50.972091
a1_1,327685,AA,16591.0,start,1,2017-07-26 01:36:31.000,2017-08-29 10:01:50.972091
a1_1,327685,AA,16591.0,end,1,2017-07-26 01:36:31.000,2017-08-29 10:01:50.972091
truck,327686,AA,16598.0,wait,1,2017-07-26 01:36:38.000,2017-08-29 10:01:50.972091
a2_11,327686,AA,16598.0,start,1,2017-07-26 01:36:38.000,2017-08-29 10:01:50.972091
a2_11,327686,AA,16598.0,end,1,2017-07-26 01:36:38.000,2017-08-29 10:01:50.972091
truck,338332778797,LA,16680.0,wait,7,2017-07-26 01:38:00.000,2017-08-29 10:01:50.972091
r3_1,338332778797,LA,16680.0,start,7,2017-07-26 01:38:00.000,2017-08-29 10:01:50.972091
r3_1,338332778797,LA,16692.520000000004,end,7,2017-07-26 01:38:12.520,2017-08-29 10:01:50.972091
truck,327947,AL,16696.0,wait,1,2017-07-26 01:38:16.000,2017-08-29 10:01:50.972091
a2_12,327947,AL,16696.0,start,1,2017-07-26 01:38:16.000,2017-08-29 10:01:50.972091
a2_12,327947,AL,16696.0,end,1,2017-07-26 01:38:16.000,2017-08-29 10:01:50.972091
truck,327835,AA,16775.0,wait,1,2017-07-26 01:39:35.000,2017-08-29 10:01:50.972091
a2_3,327835,AA,16775.0,start,1,2017-07-26 01:39:35.000,2017-08-29 10:01:50.972091
a2_3,327835,AA,16775.0,end,1,2017-07-26 01:39:35.000,2017-08-29 10:01:50.972091
truck,327780,AL,16791.0,wait,1,2017-07-26 01:39:51.000,2017-08-29 10:01:50.972091
a2_6,327780,AL,16791.0,start,1,2017-07-26 01:39:51.000,2017-08-29 10:01:50.972091
a2_6,327780,AL,16791.0,end,1,2017-07-26 01:39:51.000,2017-08-29 10:01:50.972091
truck,338332778512,LA,17057.0,wait,15,2017-07-26 01:44:17.000,2017-08-29 10:01:50.972091
r5_1,338332778512,LA,17057.0,start,15,2017-07-26 01:44:17.000,2017-08-29 10:01:50.972091
r5_1,338332778512,LA,17082.040000000008,end,15,2017-07-26 01:44:42.040,2017-08-29 10:01:50.972091
truck,327801,AA,17129.0,wait,1,2017-07-26 01:45:29.000,2017-08-29 10:01:50.972091
a2_9,327801,AA,17129.0,start,1,2017-07-26 01:45:29.000,2017-08-29 10:01:50.972091
a2_9,327801,AA,17129.0,end,1,2017-07-26 01:45:29.000,2017-08-29 10:01:50.972091
truck,328017,AL,17144.0,wait,1,2017-07-26 01:45:44.000,2017-08-29 10:01:50.972091
a1_1,328017,AL,17144.0,start,1,2017-07-26 01:45:44.000,2017-08-29 10:01:50.972091
a1_1,328017,AL,17144.0,end,1,2017-07-26 01:45:44.000,2017-08-29 10:01:50.972091
truck,339219275316,LL,17189.0,wait,3,2017-07-26 01:46:29.000,2017-08-29 10:01:50.972091
r1_2,339219275316,LL,17189.0,start,3,2017-07-26 01:46:29.000,2017-08-29 10:01:50.972091
r1_2,339219275316,LL,17196.36,end,3,2017-07-26 01:46:36.360,2017-08-29 10:01:50.972091
truck,328074,AL,17236.0,wait,1,2017-07-26 01:47:16.000,2017-08-29 10:01:50.972091
a2_11,328074,AL,17236.0,start,1,2017-07-26 01:47:16.000,2017-08-29 10:01:50.972091
