parcel_id,small_id,parcel_type,start_node,ident_des_zno,sorter_type,dest_type,ret_path,run_time
100841,100841,parcel,r3_1,755,reload,A,r3_1:m2_1:j18_1:i19_2:c14_9,2017-08-29 10:01:50.972091
100841,100841,parcel,j14_1,755,reload,A,j14_1:i19_2:c14_11,2017-08-29 10:01:50.972091
101309,101309,parcel,r3_1,755,reload,A,r3_1:m2_1:j14_1:i19_2:c14_9,2017-08-29 10:01:50.972091
101309,101309,parcel,j16_1,755,reload,A,j16_1:i19_2:c14_11,2017-08-29 10:01:50.972091
100853,100853,parcel,r3_1,023,reload,A,r3_1:m2_1:j24_1:i24_4:c14_26,2017-08-29 10:01:50.972091
100853,100853,parcel,j18_1,023,reload,A,j18_1:i19_2:c14_24,2017-08-29 10:01:50.972091
10033,10033,parcel,r3_1,023,reload,A,r3_1:m2_1:j10_1:i19_3:c14_28,2017-08-29 10:01:50.972091
10033,10033,parcel,j18_1,023,reload,A,j18_1:i19_2:c14_24,2017-08-29 10:01:50.972091
101418,101418,parcel,r3_1,023,reload,A,r3_1:m2_1:j22_1:i24_4:e5_1:h3_1:x12_1:i20_2:c14_28,2017-08-29 10:01:50.972091
101418,101418,parcel,j14_1,023,reload,A,j14_1:i19_2:c14_24,2017-08-29 10:01:50.972091
101414,101414,parcel,r3_1,754,reload,A,r3_1:m2_1:j10_1:i19_3:c14_25,2017-08-29 10:01:50.972091
101414,101414,parcel,j14_1,754,reload,A,j14_1:i19_2:c14_25,2017-08-29 10:01:50.972091
100465,100465,parcel,r3_1,023,reload,A,r3_1:m2_1:j18_1:i19_2:c14_28,2017-08-29 10:01:50.972091
100465,100465,parcel,j14_1,023,reload,A,j14_1:i19_2:c14_26,2017-08-29 10:01:50.972091
10135,10135,parcel,r3_1,023,reload,A,r3_1:m2_1:j16_1:i19_2:c13_1,2017-08-29 10:01:50.972091
10135,10135,parcel,j16_1,023,reload,A,j16_1:i19_2:c14_26,2017-08-29 10:01:50.972091
100325,100325,parcel,r3_1,023,reload,A,r3_1:m2_1:j18_1:i19_2:c14_24,2017-08-29 10:01:50.972091
100325,100325,parcel,j18_1,023,reload,A,j18_1:i19_2:c14_26,2017-08-29 10:01:50.972091
100598,100598,parcel,r3_1,023,reload,A,r3_1:m2_1:j14_1:i19_2:c14_26,2017-08-29 10:01:50.972091
100598,100598,parcel,j14_1,023,reload,A,j14_1:i19_2:c14_28,2017-08-29 10:01:50.972091
10098,10098,parcel,r3_1,023,reload,A,r3_1:m2_1:j18_1:i19_2:c14_24,2017-08-29 10:01:50.972091
10098,10098,parcel,j14_1,023,reload,A,j14_1:i19_2:c14_28,2017-08-29 10:01:50.972091
101291,101291,parcel,r3_1,023,reload,A,r3_1:m2_1:j14_1:i19_2:c13_1,2017-08-29 10:01:50.972091
101291,101291,parcel,j14_1,023,reload,A,j14_1:i19_2:c14_28,2017-08-29 10:01:50.972091
100537,100537,parcel,r3_1,909,reload,A,r3_1:m2_1:j10_1:i19_3:i18_1:c16_8,2017-08-29 10:01:50.972091
100537,100537,parcel,j18_1,909,reload,A,j18_1:i19_2:c14_4,2017-08-29 10:01:50.972091
10009,10009,parcel,r3_1,755,reload,A,r3_1:m2_1:j24_1:i24_4:c14_11,2017-08-29 10:01:50.972091
10009,10009,parcel,j14_1,755,reload,A,j14_1:i19_2:c14_9,2017-08-29 10:01:50.972091
100531,100531,parcel,r3_1,755,reload,A,r3_1:m2_1:j12_1:i19_3:c14_11,2017-08-29 10:01:50.972091
100531,100531,parcel,j14_1,755,reload,A,j14_1:i19_2:c14_9,2017-08-29 10:01:50.972091
100618,100618,parcel,r3_1,755,reload,A,r3_1:m2_1:j16_1:i19_2:c14_9,2017-08-29 10:01:50.972091
100618,100618,parcel,j18_1,755,reload,A,j18_1:i19_2:c14_9,2017-08-29 10:01:50.972091
100136,100136,parcel,r4_1,023,reload,A,r4_1:m2_2:j6_1:i19_4:c13_1,2017-08-29 10:01:50.972091
100136,100136,parcel,j8_1,023,reload,A,j8_1:i19_3:c13_1,2017-08-29 10:01:50.972091
100395,100395,parcel,r3_1,598,reload,A,r3_1:m2_1:j14_1:i19_2:c13_10,2017-08-29 10:01:50.972091
100395,100395,parcel,j10_1,598,reload,A,j10_1:i19_3:c13_10,2017-08-29 10:01:50.972091
100654,100654,parcel,r3_1,771,reload,A,r3_1:m2_1:j24_1:i24_4:c13_15,2017-08-29 10:01:50.972091
100654,100654,parcel,j10_1,771,reload,A,j10_1:i19_3:c13_13,2017-08-29 10:01:50.972091
100987,100987,parcel,r3_1,771,reload,A,r3_1:m2_1:j16_1:i19_2:c13_13,2017-08-29 10:01:50.972091
100987,100987,parcel,j12_1,771,reload,A,j12_1:i19_3:c13_15,2017-08-29 10:01:50.972091
101415,101415,parcel,r3_1,771,reload,A,r3_1:m2_1:j20_1:i24_4:c13_13,2017-08-29 10:01:50.972091
101415,101415,parcel,j10_1,771,reload,A,j10_1:i19_3:c13_15,2017-08-29 10:01:50.972091
100424,100424,parcel,r3_1,027,reload,A,r3_1:m2_1:j18_1:i19_2:c13_20,2017-08-29 10:01:50.972091
100424,100424,parcel,j12_1,027,reload,A,j12_1:i19_3:c13_20,2017-08-29 10:01:50.972091
100581,100581,parcel,r4_1,027,reload,A,r4_1:m2_2:j8_1:i19_3:c13_20,2017-08-29 10:01:50.972091
100581,100581,parcel,j8_1,027,reload,A,j8_1:i19_3:c13_20,2017-08-29 10:01:50.972091
100585,100585,parcel,r3_1,027,reload,A,r3_1:m2_1:j16_1:i19_2:c13_20,2017-08-29 10:01:50.972091
100585,100585,parcel,j10_1,027,reload,A,j10_1:i19_3:c13_20,2017-08-29 10:01:50.972091
100994,100994,parcel,r3_1,027,reload,A,r3_1:m2_1:j14_1:i19_2:c13_22,2017-08-29 10:01:50.972091
100994,100994,parcel,j12_1,027,reload,A,j12_1:i19_3:c13_22,2017-08-29 10:01:50.972091
100813,100813,parcel,r3_1,028,reload,A,r3_1:m2_1:j10_1:i19_3:c13_9,2017-08-29 10:01:50.972091
100813,100813,parcel,j12_1,028,reload,A,j12_1:i19_3:c13_7,2017-08-29 10:01:50.972091
100904,100904,parcel,r3_1,028,reload,A,r3_1:m2_1:j14_1:i19_2:c13_7,2017-08-29 10:01:50.972091
100904,100904,parcel,j10_1,028,reload,A,j10_1:i19_3:c13_7,2017-08-29 10:01:50.972091
10007,10007,parcel,r3_1,028,reload,A,r3_1:m2_1:j20_1:i24_4:c13_9,2017-08-29 10:01:50.972091
10007,10007,parcel,j12_1,028,reload,A,j12_1:i19_3:c13_9,2017-08-29 10:01:50.972091
10093,10093,parcel,r3_1,028,reload,A,r3_1:m2_1:j14_1:i19_2:c13_7,2017-08-29 10:01:50.972091
10093,10093,parcel,j12_1,028,reload,A,j12_1:i19_3:c13_9,2017-08-29 10:01:50.972091
100385,100385,parcel,r3_1,371,reload,A,r3_1:m2_1:j10_1:i19_3:e4_1:h3_1:x12_1:i20_2:c14_12,2017-08-29 10:01:50.972091
100385,100385,parcel,j12_1,371,reload,A,j12_1:i19_3:c14_10,2017-08-29 10:01:50.972091
101238,101238,parcel,r3_1,310,reload,A,r3_1:m2_1:j12_1:i19_3:c14_20,2017-08-29 10:01:50.972091
101238,101238,parcel,j12_1,310,reload,A,j12_1:i19_3:c14_18,2017-08-29 10:01:50.972091
100419,100419,parcel,r4_1,818,reload,A,r4_1:m2_2:j3_1:i22_1:i21_1:c14_22,2017-08-29 10:01:50.972091
100419,100419,parcel,j8_1,818,reload,A,j8_1:i19_3:c14_22,2017-08-29 10:01:50.972091
101016,101016,parcel,r4_1,818,reload,A,r4_1:m2_2:j3_1:i22_1:i21_1:c14_22,2017-08-29 10:01:50.972091
101016,101016,parcel,j8_1,818,reload,A,j8_1:i19_3:c14_22,2017-08-29 10:01:50.972091
101116,101116,parcel,r4_1,023,reload,A,r4_1:m2_2:j7_1:i22_2:i21_2:c14_26,2017-08-29 10:01:50.972091
101116,101116,parcel,j8_1,023,reload,A,j8_1:i19_3:c14_24,2017-08-29 10:01:50.972091
101221,101221,parcel,r4_1,023,reload,A,r4_1:m2_2:j6_1:i19_4:c14_28,2017-08-29 10:01:50.972091
101221,101221,parcel,j8_1,023,reload,A,j8_1:i19_3:c14_24,2017-08-29 10:01:50.972091
100921,100921,parcel,r3_1,023,reload,A,r3_1:m2_1:j14_1:i19_2:c14_24,2017-08-29 10:01:50.972091
100921,100921,parcel,j10_1,023,reload,A,j10_1:i19_3:c14_26,2017-08-29 10:01:50.972091
100667,100667,parcel,r3_1,023,reload,A,r3_1:m2_1:j18_1:i19_2:c14_26,2017-08-29 10:01:50.972091
100667,100667,parcel,j10_1,023,reload,A,j10_1:i19_3:c14_26,2017-08-29 10:01:50.972091
100916,100916,parcel,r3_1,023,reload,A,r3_1:m2_1:j18_1:i19_2:c14_24,2017-08-29 10:01:50.972091
100916,100916,parcel,j12_1,023,reload,A,j12_1:i19_3:c14_26,2017-08-29 10:01:50.972091
100897,100897,parcel,r4_1,023,reload,A,r4_1:m2_2:j4_1:i19_4:e4_1:h3_1:x12_1:i20_2:c13_1,2017-08-29 10:01:50.972091
100897,100897,parcel,j8_1,023,reload,A,j8_1:i19_3:c14_26,2017-08-29 10:01:50.972091
101407,101407,parcel,r3_1,023,reload,A,r3_1:m2_1:j12_1:i19_3:c14_26,2017-08-29 10:01:50.972091
101407,101407,parcel,j12_1,023,reload,A,j12_1:i19_3:c14_26,2017-08-29 10:01:50.972091
100358,100358,parcel,r4_1,660,reload,A,r4_1:m2_2:j8_1:i19_3:c14_27,2017-08-29 10:01:50.972091
100358,100358,parcel,j8_1,660,reload,A,j8_1:i19_3:c14_27,2017-08-29 10:01:50.972091
100459,100459,parcel,r3_1,023,reload,A,r3_1:m2_1:j14_1:i19_2:c14_28,2017-08-29 10:01:50.972091
100459,100459,parcel,j10_1,023,reload,A,j10_1:i19_3:c14_28,2017-08-29 10:01:50.972091
1003,1003,parcel,r4_1,023,reload,A,r4_1:m2_2:j3_1:i22_1:i21_2:c13_1,2017-08-29 10:01:50.972091
1003,1003,parcel,j8_1,023,reload,A,j8_1:i19_3:c14_28,2017-08-29 10:01:50.972091
100634,100634,parcel,r4_1,023,reload,A,r4_1:m2_2:j5_1:i22_1:i21_1:c14_24,2017-08-29 10:01:50.972091
100634,100634,parcel,j8_1,023,reload,A,j8_1:i19_3:c14_28,2017-08-29 10:01:50.972091
1009,1009,parcel,r3_1,023,reload,A,r3_1:m2_1:j24_1:i24_4:c14_24,2017-08-29 10:01:50.972091
1009,1009,parcel,j10_1,023,reload,A,j10_1:i19_3:c14_28,2017-08-29 10:01:50.972091
100460,100460,parcel,r3_1,769,reload,A,r3_1:m2_1:j20_1:i24_4:e5_1:h3_1:x13_1:i21_2:c14_7,2017-08-29 10:01:50.972091
100460,100460,parcel,j12_1,769,reload,A,j12_1:i19_3:c14_7,2017-08-29 10:01:50.972091
100591,100591,parcel,r3_1,769,reload,A,r3_1:m2_1:j14_1:i19_2:c14_7,2017-08-29 10:01:50.972091
100591,100591,parcel,j12_1,769,reload,A,j12_1:i19_3:c14_7,2017-08-29 10:01:50.972091
1013,1013,parcel,r3_1,755,reload,A,r3_1:m2_1:j22_1:i24_4:c14_11,2017-08-29 10:01:50.972091
1013,1013,parcel,j10_1,755,reload,A,j10_1:i19_3:c14_9,2017-08-29 10:01:50.972091
100467,100467,parcel,r4_1,755,reload,A,r4_1:m2_2:j7_1:i22_2:i21_1:c14_11,2017-08-29 10:01:50.972091
100467,100467,parcel,j8_1,755,reload,A,j8_1:i19_3:c14_9,2017-08-29 10:01:50.972091
101147,101147,parcel,r3_1,755,reload,A,r3_1:m2_1:j24_1:i24_4:c14_9,2017-08-29 10:01:50.972091
101147,101147,parcel,j12_1,755,reload,A,j12_1:i19_3:c14_9,2017-08-29 10:01:50.972091
101353,101353,parcel,r4_1,023,reload,A,r4_1:m2_2:j7_1:i22_2:i21_1:c13_1,2017-08-29 10:01:50.972091
101353,101353,parcel,j2_1,023,reload,A,j2_1:i19_4:c13_1,2017-08-29 10:01:50.972091
100050,100050,parcel,r4_1,592,reload,A,r4_1:m2_2:j4_1:i19_4:c13_2,2017-08-29 10:01:50.972091
100050,100050,parcel,j2_1,592,reload,A,j2_1:i19_4:c13_2,2017-08-29 10:01:50.972091
100975,100975,parcel,r4_1,027,reload,A,r4_1:m2_2:j4_1:i19_4:c13_22,2017-08-29 10:01:50.972091
100975,100975,parcel,j4_1,027,reload,A,j4_1:i19_4:c13_22,2017-08-29 10:01:50.972091
100386,100386,parcel,r4_1,027,reload,A,r4_1:m2_2:j7_1:i22_2:i21_1:c13_20,2017-08-29 10:01:50.972091
100386,100386,parcel,j2_1,027,reload,A,j2_1:i19_4:c13_22,2017-08-29 10:01:50.972091
100130,100130,parcel,r4_1,891,reload,A,r4_1:m2_2:j8_1:i19_3:i18_1:c16_24,2017-08-29 10:01:50.972091
100130,100130,parcel,j2_1,891,reload,A,j2_1:i19_4:c13_3,2017-08-29 10:01:50.972091
100254,100254,parcel,r4_1,755,reload,A,r4_1:m2_2:j6_1:i19_4:c14_11,2017-08-29 10:01:50.972091
100254,100254,parcel,j6_1,755,reload,A,j6_1:i19_4:c14_11,2017-08-29 10:01:50.972091
101021,101021,parcel,r4_1,818,reload,A,r4_1:m2_2:j5_1:i22_1:i21_1:c14_22,2017-08-29 10:01:50.972091
101021,101021,parcel,j2_1,818,reload,A,j2_1:i19_4:c14_22,2017-08-29 10:01:50.972091
100128,100128,parcel,r4_1,023,reload,A,r4_1:m2_2:j3_1:i22_1:i21_1:c13_1,2017-08-29 10:01:50.972091
100128,100128,parcel,j6_1,023,reload,A,j6_1:i19_4:c14_24,2017-08-29 10:01:50.972091
100031,100031,parcel,r4_1,023,reload,A,r4_1:m2_2:j4_1:i19_4:c14_26,2017-08-29 10:01:50.972091
100031,100031,parcel,j2_1,023,reload,A,j2_1:i19_4:c14_24,2017-08-29 10:01:50.972091
100349,100349,parcel,r4_1,023,reload,A,r4_1:m2_2:j4_1:i19_4:c14_28,2017-08-29 10:01:50.972091
100349,100349,parcel,j4_1,023,reload,A,j4_1:i19_4:c14_24,2017-08-29 10:01:50.972091
100526,100526,parcel,r4_1,023,reload,A,r4_1:m2_2:j3_1:i22_1:i21_2:c14_28,2017-08-29 10:01:50.972091
100526,100526,parcel,j4_1,023,reload,A,j4_1:i19_4:c14_24,2017-08-29 10:01:50.972091
101162,101162,parcel,r4_1,754,reload,A,r4_1:m2_2:j3_1:i22_1:i21_1:c14_25,2017-08-29 10:01:50.972091
101162,101162,parcel,j6_1,754,reload,A,j6_1:i19_4:c14_25,2017-08-29 10:01:50.972091
100931,100931,parcel,r4_1,663,reload,A,r4_1:m2_2:j6_1:i19_4:e4_1:h3_1:x13_1:i21_2:c14_25,2017-08-29 10:01:50.972091
100931,100931,parcel,j2_1,663,reload,A,j2_1:i19_4:c14_25,2017-08-29 10:01:50.972091
101308,101308,parcel,r4_1,754,reload,A,r4_1:m2_2:j8_1:i19_3:c14_25,2017-08-29 10:01:50.972091
101308,101308,parcel,j4_1,754,reload,A,j4_1:i19_4:c14_25,2017-08-29 10:01:50.972091
100286,100286,parcel,r4_1,023,reload,A,r4_1:m2_2:j3_1:i22_1:i21_2:c13_1,2017-08-29 10:01:50.972091
100286,100286,parcel,j2_1,023,reload,A,j2_1:i19_4:c14_26,2017-08-29 10:01:50.972091
100281,100281,parcel,r4_1,023,reload,A,r4_1:m2_2:j3_1:i22_1:i21_1:c14_28,2017-08-29 10:01:50.972091
100281,100281,parcel,j6_1,023,reload,A,j6_1:i19_4:c14_26,2017-08-29 10:01:50.972091
100361,100361,parcel,r4_1,023,reload,A,r4_1:m2_2:j1_1:i22_1:i21_1:c14_28,2017-08-29 10:01:50.972091
100361,100361,parcel,j2_1,023,reload,A,j2_1:i19_4:c14_26,2017-08-29 10:01:50.972091
100363,100363,parcel,r4_1,023,reload,A,r4_1:m2_2:j8_1:i19_3:c13_1,2017-08-29 10:01:50.972091
100363,100363,parcel,j4_1,023,reload,A,j4_1:i19_4:c14_26,2017-08-29 10:01:50.972091
100644,100644,parcel,r4_1,023,reload,A,r4_1:m2_2:j6_1:i19_4:c14_28,2017-08-29 10:01:50.972091
100644,100644,parcel,j4_1,023,reload,A,j4_1:i19_4:c14_26,2017-08-29 10:01:50.972091
100969,100969,parcel,r4_1,660,reload,A,r4_1:m2_2:j5_1:i22_1:i21_1:c14_27,2017-08-29 10:01:50.972091
100969,100969,parcel,j4_1,660,reload,A,j4_1:i19_4:c14_27,2017-08-29 10:01:50.972091
100478,100478,parcel,r4_1,931,reload,A,r4_1:m2_2:j5_1:i22_1:e6_1:h3_1:x12_1:i20_2:c14_8,2017-08-29 10:01:50.972091
100478,100478,parcel,j4_1,931,reload,A,j4_1:i19_4:c14_8,2017-08-29 10:01:50.972091
100228,100228,parcel,r5_1,023,reload,A,r5_1:m3_1:j11_1:i22_2:i21_1:c14_24,2017-08-29 10:01:50.972091
100228,100228,parcel,j21_1,023,reload,A,j21_1:i17_1:i20_1:c13_1,2017-08-29 10:01:50.972091
980000000243,708783,small,c6_71,028,small_sort,A,c6_71:j41_1:i17_4:i20_2:c13_7,2017-08-29 10:01:50.972091
980000000243,708783,small,j41_1,028,small_sort,A,j41_1:i17_4:i20_1:c13_11,2017-08-29 10:01:50.972091
980000000110,733204,small,c5_71,028,small_sort,A,c5_71:j41_1:i24_1:c13_11,2017-08-29 10:01:50.972091
980000000110,733204,small,j41_1,028,small_sort,A,j41_1:i17_4:i20_1:c13_11,2017-08-29 10:01:50.972091
327801,327801,parcel,a2_9,028,reload,A,a2_9:m4_5:i17_4:i20_1:c13_11,2017-08-29 10:01:50.972091
327684,327684,parcel,a1_1,771,reload,A,a1_1:m4_2:i17_4:i20_1:c13_13,2017-08-29 10:01:50.972091
101052,101052,parcel,r5_1,431,reload,A,r5_1:m3_1:j21_1:i17_1:c17_4,2017-08-29 10:01:50.972091
101052,101052,parcel,j19_1,431,reload,A,j19_1:i17_1:i20_1:c13_14,2017-08-29 10:01:50.972091
100946,100946,parcel,r5_1,771,reload,A,r5_1:m3_1:j9_1:i22_2:i21_2:c13_13,2017-08-29 10:01:50.972091
100946,100946,parcel,j19_1,771,reload,A,j19_1:i17_1:i20_1:c13_15,2017-08-29 10:01:50.972091
327686,327686,parcel,a2_11,771,reload,A,a2_11:m4_7:i17_4:i20_1:c13_15,2017-08-29 10:01:50.972091
980000000145,660208,small,c6_39,431,small_sort,A,c6_39:j41_1:i24_1:i23_2:c17_4,2017-08-29 10:01:50.972091
980000000145,660208,small,j41_1,431,small_sort,A,j41_1:i17_4:i20_1:c13_16,2017-08-29 10:01:50.972091
100229,100229,parcel,r5_1,779,reload,A,r5_1:m3_1:j19_1:i17_1:i20_1:c13_15,2017-08-29 10:01:50.972091
100229,100229,parcel,j23_1,779,reload,A,j23_1:i17_1:i20_1:c13_17,2017-08-29 10:01:50.972091
980000000139,675258,small,c5_85,592,small_sort,A,c5_85:j41_1:i17_4:i20_2:c13_4,2017-08-29 10:01:50.972091
980000000139,675258,small,j41_1,592,small_sort,A,j41_1:i17_4:i20_1:c13_2,2017-08-29 10:01:50.972091
980000000185,705871,small,c6_98,027,small_sort,A,c6_98:j41_1:i17_4:i20_2:c13_22,2017-08-29 10:01:50.972091
980000000185,705871,small,j41_1,027,small_sort,A,j41_1:i17_4:i20_1:c13_22,2017-08-29 10:01:50.972091
980000000060,738327,small,c6_103,711,small_sort,A,c6_103:j41_1:i24_1:c13_24,2017-08-29 10:01:50.972091
980000000060,738327,small,j41_1,711,small_sort,A,j41_1:i17_4:i20_1:c13_24,2017-08-29 10:01:50.972091
980000000130,675473,small,c5_103,714,small_sort,A,c5_103:j41_1:i17_4:i20_2:c13_26,2017-08-29 10:01:50.972091
980000000130,675473,small,j41_1,714,small_sort,A,j41_1:i17_4:i20_1:c13_26,2017-08-29 10:01:50.972091
980000000215,657465,small,c5_104,716,small_sort,A,c5_104:j41_1:i17_4:i20_2:c13_26,2017-08-29 10:01:50.972091
980000000215,657465,small,j41_1,716,small_sort,A,j41_1:i17_4:i20_1:c13_26,2017-08-29 10:01:50.972091
327752,327752,parcel,a2_11,710,reload,A,a2_11:m4_7:i17_4:i20_1:c13_26,2017-08-29 10:01:50.972091
980000000070,656850,small,c6_99,718,small_sort,A,c6_99:j41_1:i17_4:i20_2:c13_28,2017-08-29 10:01:50.972091
980000000070,656850,small,j41_1,718,small_sort,A,j41_1:i17_4:i20_1:c13_28,2017-08-29 10:01:50.972091
980000000049,664845,small,c5_101,717,small_sort,A,c5_101:j41_1:i17_4:i20_1:c13_28,2017-08-29 10:01:50.972091
980000000049,664845,small,j41_1,717,small_sort,A,j41_1:i17_4:i20_1:c13_28,2017-08-29 10:01:50.972091
980000000241,720068,small,c6_66,891,small_sort,A,c6_66:j41_1:i17_4:i20_2:c13_3,2017-08-29 10:01:50.972091
980000000241,720068,small,j41_1,891,small_sort,A,j41_1:i17_4:i20_1:c13_3,2017-08-29 10:01:50.972091
327966,327966,parcel,a2_6,831,reload,A,a2_6:m4_3:i17_4:i20_1:c13_3,2017-08-29 10:01:50.972091
980000000013,720425,small,c5_85,592,small_sort,A,c5_85:j41_1:i17_4:i20_2:c13_4,2017-08-29 10:01:50.972091
980000000013,720425,small,j41_1,592,small_sort,A,j41_1:i17_4:i20_1:c13_4,2017-08-29 10:01:50.972091
980000000098,655816,small,c5_85,592,small_sort,A,c5_85:j41_1:i17_4:i20_2:c13_2,2017-08-29 10:01:50.972091
980000000098,655816,small,j41_1,592,small_sort,A,j41_1:i17_4:i20_1:c13_4,2017-08-29 10:01:50.972091
980000000028,706289,small,c6_65,830,small_sort,A,c6_65:j41_1:i17_4:i20_2:c13_5,2017-08-29 10:01:50.972091
980000000028,706289,small,j41_1,830,small_sort,A,j41_1:i17_4:i20_1:c13_5,2017-08-29 10:01:50.972091
980000000029,706285,small,c6_69,837,small_sort,A,c6_69:j41_1:i17_4:i20_2:c13_3,2017-08-29 10:01:50.972091
980000000029,706285,small,j41_1,837,small_sort,A,j41_1:i17_4:i20_1:c13_5,2017-08-29 10:01:50.972091
980000000242,716005,small,c6_67,817,small_sort,A,c6_67:j41_1:i17_4:i20_1:c13_3,2017-08-29 10:01:50.972091
980000000242,716005,small,j41_1,817,small_sort,A,j41_1:i17_4:i20_1:c13_5,2017-08-29 10:01:50.972091
980000000008,718664,small,c5_53,812,small_sort,A,c5_53:j41_1:i17_4:i20_1:c13_3,2017-08-29 10:01:50.972091
980000000008,718664,small,j41_1,812,small_sort,A,j41_1:i17_4:i20_1:c13_5,2017-08-29 10:01:50.972091
328132,328132,parcel,a2_9,827,reload,A,a2_9:m4_5:i17_4:i20_1:c13_5,2017-08-29 10:01:50.972091
100068,100068,parcel,r5_1,028,reload,A,r5_1:m3_1:j17_1:i22_3:i21_2:c13_9,2017-08-29 10:01:50.972091
100068,100068,parcel,j23_1,028,reload,A,j23_1:i17_1:i20_1:c13_7,2017-08-29 10:01:50.972091
100308,100308,parcel,r5_1,028,reload,A,r5_1:m3_1:j11_1:i22_2:i21_2:c13_7,2017-08-29 10:01:50.972091
100308,100308,parcel,j19_1,028,reload,A,j19_1:i17_1:i20_1:c13_7,2017-08-29 10:01:50.972091
327978,327978,parcel,a2_9,028,reload,A,a2_9:m4_5:i17_4:i20_1:c13_7,2017-08-29 10:01:50.972091
980000000200,678294,small,c5_71,028,small_sort,A,c5_71:j41_1:i24_1:c13_11,2017-08-29 10:01:50.972091
980000000200,678294,small,j41_1,028,small_sort,A,j41_1:i17_4:i20_1:c13_7,2017-08-29 10:01:50.972091
980000000183,668184,small,c6_91,595,small_sort,A,c6_91:j41_1:i17_4:i20_1:c13_8,2017-08-29 10:01:50.972091
980000000183,668184,small,j41_1,595,small_sort,A,j41_1:i17_4:i20_1:c13_8,2017-08-29 10:01:50.972091
980000000201,687433,small,c5_91,595,small_sort,A,c5_91:j41_1:i24_1:c13_8,2017-08-29 10:01:50.972091
980000000201,687433,small,j41_1,595,small_sort,A,j41_1:i17_4:i20_1:c13_8,2017-08-29 10:01:50.972091
100554,100554,parcel,r5_1,028,reload,A,r5_1:m3_1:j21_1:i17_1:i20_1:c13_11,2017-08-29 10:01:50.972091
100554,100554,parcel,j19_1,028,reload,A,j19_1:i17_1:i20_1:c13_9,2017-08-29 10:01:50.972091
980000000122,705860,small,c6_71,028,small_sort,A,c6_71:j41_1:i17_4:i20_1:c13_7,2017-08-29 10:01:50.972091
980000000122,705860,small,j41_1,028,small_sort,A,j41_1:i17_4:i20_1:c13_9,2017-08-29 10:01:50.972091
328041,328041,parcel,a2_11,028,reload,A,a2_11:m4_7:i17_4:i20_1:c13_9,2017-08-29 10:01:50.972091
328118,328118,parcel,a2_11,028,reload,A,a2_11:m4_7:i17_4:i20_1:c13_9,2017-08-29 10:01:50.972091
328030,328030,parcel,a2_12,028,reload,A,a2_12:m4_7:i17_4:i20_1:c13_9,2017-08-29 10:01:50.972091
980000000115,665388,small,c6_3,757,small_sort,A,c6_3:j41_1:i17_4:i20_1:c14_13,2017-08-29 10:01:50.972091
980000000115,665388,small,j41_1,757,small_sort,A,j41_1:i17_4:i20_1:c14_1,2017-08-29 10:01:50.972091
980000000218,735991,small,c5_3,757,small_sort,A,c5_3:j41_1:i17_4:i20_2:c14_1,2017-08-29 10:01:50.972091
980000000218,735991,small,j41_1,757,small_sort,A,j41_1:i17_4:i20_1:c14_1,2017-08-29 10:01:50.972091
100011,100011,parcel,r5_1,371,reload,A,r5_1:m3_1:j21_1:i17_1:i20_1:c14_12,2017-08-29 10:01:50.972091
100011,100011,parcel,j19_1,371,reload,A,j19_1:i17_1:i20_1:c14_10,2017-08-29 10:01:50.972091
1004,1004,parcel,r5_1,755,reload,A,r5_1:m3_1:j15_1:i22_3:e6_1:h3_1:x13_1:i21_2:c14_9,2017-08-29 10:01:50.972091
1004,1004,parcel,j21_1,755,reload,A,j21_1:i17_1:i20_1:c14_11,2017-08-29 10:01:50.972091
980000000194,655351,small,c5_2,755,small_sort,A,c5_2:j41_1:i24_1:c14_9,2017-08-29 10:01:50.972091
980000000194,655351,small,j41_1,755,small_sort,A,j41_1:i17_4:i20_1:c14_11,2017-08-29 10:01:50.972091
980000000021,720376,small,c6_3,757,small_sort,A,c6_3:j41_1:i17_4:e3_1:h3_1:x13_1:i21_2:c14_13,2017-08-29 10:01:50.972091
980000000021,720376,small,j41_1,757,small_sort,A,j41_1:i17_4:i20_1:c14_13,2017-08-29 10:01:50.972091
980000000026,708284,small,c6_57,760,small_sort,A,c6_57:j41_1:i24_1:c14_13,2017-08-29 10:01:50.972091
980000000026,708284,small,j41_1,760,small_sort,A,j41_1:i17_4:i20_1:c14_13,2017-08-29 10:01:50.972091
980000000062,672846,small,c6_3,757,small_sort,A,c6_3:j41_1:i24_1:c14_1,2017-08-29 10:01:50.972091
980000000062,672846,small,j41_1,757,small_sort,A,j41_1:i17_4:i20_1:c14_13,2017-08-29 10:01:50.972091
980000000002,685047,small,c5_1,752,small_sort,A,c5_1:j41_1:i17_4:i20_1:c14_13,2017-08-29 10:01:50.972091
980000000002,685047,small,j41_1,752,small_sort,A,j41_1:i17_4:i20_1:c14_13,2017-08-29 10:01:50.972091
980000000055,735801,small,c5_56,760,small_sort,A,c5_56:j41_1:i24_1:c14_13,2017-08-29 10:01:50.972091
980000000055,735801,small,j41_1,760,small_sort,A,j41_1:i17_4:i20_1:c14_13,2017-08-29 10:01:50.972091
980000000214,722473,small,c5_1,752,small_sort,A,c5_1:j41_1:i17_4:i20_2:c14_13,2017-08-29 10:01:50.972091
980000000214,722473,small,j41_1,752,small_sort,A,j41_1:i17_4:i20_1:c14_13,2017-08-29 10:01:50.972091
