equipment_id,package_id,time_stamp,action
i6_2,1831,6200.470000000001,start
i6_2,1831,6227.310000000001,end
4,1831,6227.310000000001,wait
r4_3,391355,5113.0,wait
r4_3,391355,5506.600000000015,start
r4_3,391355,5511.400000000015,end
m2_4,391355,5569.310000000015,wait
m2_4,391355,5626.62,start
m2_4,391355,5629.62,end
i7_2,391355,5687.53,wait
m2_4,391355,5764.62,start
m2_4,391355,5767.62,end
i6_2,391355,6000.47,wait
c4_2,391355,6208.070000000001,wait
i6_2,391355,6208.070000000001,wait
i6_2,391355,6208.070000000001,start
i6_2,391355,6234.910000000001,end
4,391355,6234.910000000001,wait
r4_3,391428,5113.0,wait
r4_3,391428,5540.200000000016,start
r4_3,391428,5545.000000000016,end
m2_4,391428,5602.910000000016,wait
m2_4,391428,5665.62,start
m2_4,391428,5668.62,end
i7_2,391428,5726.53,wait
m2_4,391428,5809.62,start
m2_4,391428,5812.62,end
i6_1,391428,6045.47,wait
c4_2,391428,6253.070000000001,wait
i6_1,391428,6253.070000000001,wait
i6_1,391428,6253.070000000001,start
i6_1,391428,6279.910000000001,end
4,391428,6279.910000000001,wait
r4_3,391797,5113.0,wait
r4_3,391797,5607.400000000019,start
r4_3,391797,5612.200000000019,end
m2_4,391797,5670.110000000019,wait
m2_4,391797,5746.62,start
m2_4,391797,5749.62,end
i7_2,391797,5807.53,wait
m2_4,391797,5866.62,start
m2_4,391797,5869.62,end
i6_2,391797,6102.47,wait
c4_2,391797,6310.070000000001,wait
i6_2,391797,6310.070000000001,wait
i6_2,391797,6310.070000000001,start
i6_2,391797,6336.910000000001,end
4,391797,6336.910000000001,wait
r4_3,391821,5113.0,wait
r4_3,391821,5660.200000000021,start
r4_3,391821,5665.000000000021,end
m2_4,391821,5722.910000000021,wait
m2_4,391821,5803.62,start
m2_4,391821,5806.62,end
i7_2,391821,5864.53,wait
m2_4,391821,5899.62,start
m2_4,391821,5902.62,end
i6_2,391821,6135.47,wait
c4_2,391821,6343.070000000001,wait
i6_2,391821,6343.070000000001,wait
i6_2,391821,6343.070000000001,start
i6_2,391821,6369.910000000001,end
4,391821,6369.910000000001,wait
r4_3,391823,5113.0,wait
r4_3,391823,5665.000000000021,start
r4_3,391823,5669.800000000021,end
m2_4,391823,5727.710000000021,wait
m2_4,391823,5812.62,start
m2_4,391823,5815.62,end
i7_2,391823,5873.53,wait
m2_4,391823,5902.62,start
m2_4,391823,5905.62,end
i6_2,391823,6138.47,wait
c4_2,391823,6346.070000000001,wait
i6_2,391823,6346.070000000001,wait
i6_2,391823,6346.070000000001,start
i6_2,391823,6372.910000000001,end
4,391823,6372.910000000001,wait
r4_3,391827,5113.0,wait
r4_3,391827,5674.600000000021,start
r4_3,391827,5679.4000000000215,end
m2_4,391827,5737.310000000021,wait
m2_4,391827,5821.62,start
m2_4,391827,5824.62,end
i7_2,391827,5882.53,wait
m2_4,391827,5908.62,start
m2_4,391827,5911.62,end
i6_1,391827,6144.47,wait
c4_2,391827,6352.070000000001,wait
i6_1,391827,6352.070000000001,wait
i6_1,391827,6352.070000000001,start
i6_1,391827,6378.910000000001,end
4,391827,6378.910000000001,wait
r2_3,2033,6091.0,wait
r2_3,2033,6095.8,start
r2_3,2033,6100.6,end
m1_4,2033,6142.860000000001,wait
m1_4,2033,6142.860000000001,start
m1_4,2033,6145.860000000001,end
i7_3,2033,6188.120000000001,wait
m1_4,2033,6188.120000000001,start
m1_4,2033,6191.120000000001,end
i6_1,2033,6328.010000000001,wait
c4_2,2033,6535.6100000000015,wait
