equipment_id,truck_id,time_stamp,action,store_size
r3_4,338557919478,15102.000000000002,start,100
r3_4,338557919478,15102.000000000002,end,100
truck,339909707431,19256.0,wait,90
r3_4,339909707431,19256.0,start,90
r3_4,339909707431,19256.0,end,90
truck,338896090433,25471.0,wait,1
r3_4,338896090433,25471.0,start,1
r3_4,338896090433,25475.8,end,1
truck,338087748646,27068.0,wait,1
r3_4,338087748646,27068.0,start,1
r3_4,338087748646,27072.8,end,1
truck,336460747736,33161.0,wait,25
r3_4,336460747736,33161.0,start,25
r3_4,336460747736,33223.40000000004,end,25
truck,338538500320,0.0,wait,1
r3_5,338538500320,0.0,start,1
r3_5,338538500320,4.8,end,1
truck,338212545746,1518.0,wait,5
r3_5,338212545746,1518.0,start,5
r3_5,338212545746,1532.3999999999999,end,5
truck,338832149040,2704.0,wait,1
r3_5,338832149040,2704.0,start,1
r3_5,338832149040,2704.0,end,1
truck,338841048005,4697.0,wait,5
r3_5,338841048005,4697.0,start,5
r3_5,338841048005,4711.400000000001,end,5
truck,338923302044,8174.000000000001,wait,136
r3_5,338923302044,8174.000000000001,start,136
r3_5,338923302044,8500.399999999954,end,136
truck,339369553111,14222.0,wait,3
r3_5,339369553111,14222.0,start,3
r3_5,339369553111,14222.0,end,3
truck,338835112460,18543.0,wait,302
r3_5,338835112460,18543.0,start,302
r3_5,338835112460,19267.79999999989,end,302
truck,338896090442,25682.0,wait,1
r3_5,338896090442,25682.0,start,1
r3_5,338896090442,25682.0,end,1
truck,338087748646,27117.0,wait,1
r3_5,338087748646,27117.0,start,1
r3_5,338087748646,27121.8,end,1
truck,336055227626,33676.0,wait,3
r3_5,336055227626,33676.0,start,3
r3_5,336055227626,33676.0,end,3
truck,338554357369,0.0,wait,1
r3_6,338554357369,0.0,start,1
r3_6,338554357369,4.8,end,1
truck,338886281007,1533.0,wait,1
r3_6,338886281007,1533.0,start,1
r3_6,338886281007,1537.8,end,1
truck,338832149040,2709.0,wait,1
r3_6,338832149040,2709.0,start,1
r3_6,338832149040,2709.0,end,1
truck,338836802580,4780.0,wait,1
r3_6,338836802580,4780.0,start,1
r3_6,338836802580,4784.8,end,1
truck,339729071426,8197.0,wait,35
r3_6,339729071426,8197.0,start,35
r3_6,339729071426,8216.199999999997,end,35
truck,338637917602,13730.0,wait,173
r3_6,338637917602,13730.0,start,173
r3_6,338637917602,13734.8,end,173
truck,338637917684,18136.0,wait,122
r3_6,338637917684,18136.0,start,122
r3_6,338637917684,18428.799999999956,end,122
truck,338748416773,23934.0,wait,37
r3_6,338748416773,23934.0,start,37
r3_6,338748416773,24025.199999999986,end,37
truck,338087748646,26822.0,wait,1
r3_6,338087748646,26822.0,start,1
r3_6,338087748646,26826.8,end,1
truck,338087748646,27945.0,wait,1
r3_6,338087748646,27945.0,start,1
r3_6,338087748646,27949.8,end,1
truck,338637917657,0.0,wait,2
r3_7,338637917657,0.0,start,2
r3_7,338637917657,4.8,end,2
truck,338072732931,1554.0,wait,3
r3_7,338072732931,1554.0,start,3
r3_7,338072732931,1554.0,end,3
truck,338832149040,2734.0,wait,1
r3_7,338832149040,2734.0,start,1
r3_7,338832149040,2734.0,end,1
truck,338832149040,4863.0,wait,1
r3_7,338832149040,4863.0,start,1
r3_7,338832149040,4867.8,end,1
truck,338196782252,8281.0,wait,44
r3_7,338196782252,8281.0,start,44
r3_7,338196782252,8281.0,end,44
truck,338021737407,13756.0,wait,7
r3_7,338021737407,13756.0,start,7
r3_7,338021737407,13756.0,end,7
truck,339459818766,18441.0,wait,11
r3_7,339459818766,18441.0,start,11
r3_7,339459818766,18464.999999999996,end,11
truck,336283165863,23970.0,wait,24
r3_7,336283165863,23970.0,start,24
r3_7,336283165863,24027.59999999999,end,24
truck,338087748646,26828.0,wait,1
r3_7,338087748646,26828.0,start,1
r3_7,338087748646,26832.8,end,1
truck,338087748646,28052.0,wait,1
r3_7,338087748646,28052.0,start,1
r3_7,338087748646,28056.8,end,1
truck,338752277374,0.0,wait,74
r3_8,338752277374,0.0,start,74
r3_8,338752277374,163.20000000000005,end,74
truck,338642403988,2364.0,wait,6
r3_8,338642403988,2364.0,start,6
r3_8,338642403988,2378.4000000000005,end,6
truck,338212147002,3325.0,wait,1
r3_8,338212147002,3325.0,start,1
r3_8,338212147002,3329.8,end,1
truck,339731197660,6318.0,wait,28
r3_8,339731197660,6318.0,start,28
r3_8,339731197660,6322.8,end,28
truck,338021727363,9810.0,wait,14
r3_8,338021727363,9810.0,start,14
r3_8,338021727363,9843.599999999995,end,14
truck,339909707399,15905.000000000002,wait,1
r3_8,339909707399,15905.000000000002,start,1
r3_8,339909707399,15909.800000000001,end,1
truck,339166565014,19447.0,wait,64
r3_8,339166565014,19447.0,start,64
r3_8,339166565014,19600.599999999977,end,64
truck,338087748646,25927.0,wait,1
r3_8,338087748646,25927.0,start,1
r3_8,338087748646,25931.8,end,1
truck,338087748646,27165.0,wait,1
r3_8,338087748646,27165.0,start,1
r3_8,338087748646,27169.8,end,1
truck,338022222252,35441.0,wait,42
r3_8,338022222252,35441.0,start,42
r3_8,338022222252,35479.40000000002,end,42
truck,338778737300,0.0,wait,3
r3_9,338778737300,0.0,start,3
r3_9,338778737300,0.0,end,3
truck,338537102109,1058.0,wait,6
r3_9,338537102109,1058.0,start,6
r3_9,338537102109,1072.3999999999999,end,6
truck,338832149040,2577.0,wait,1
r3_9,338832149040,2577.0,start,1
r3_9,338832149040,2577.0,end,1
truck,338951330795,4025.0000000000005,wait,4
r3_9,338951330795,4025.0000000000005,start,4
r3_9,338951330795,4025.0000000000005,end,4
truck,339909707626,7210.0,wait,4
r3_9,339909707626,7210.0,start,4
r3_9,339909707626,7219.6,end,4
truck,339521113767,12508.0,wait,3
r3_9,339521113767,12508.0,start,3
r3_9,339521113767,12508.0,end,3
truck,338022222207,16900.0,wait,1
r3_9,338022222207,16900.0,start,1
r3_9,338022222207,16904.8,end,1
truck,338693137608,20278.0,wait,9
r3_9,338693137608,20278.0,start,9
r3_9,338693137608,20301.999999999996,end,9
truck,338087748646,26404.0,wait,1
r3_9,338087748646,26404.0,start,1
r3_9,338087748646,26408.8,end,1
truck,338087748646,27431.0,wait,1
r3_9,338087748646,27431.0,start,1
r3_9,338087748646,27435.8,end,1
truck,338021737407,36204.0,wait,1
r3_9,338021737407,36204.0,start,1
r3_9,338021737407,36208.8,end,1
truck,338778786282,0.0,wait,5
r3_10,338778786282,0.0,start,5
r3_10,338778786282,0.0,end,5
truck,338636406411,1065.0,wait,1
r3_10,338636406411,1065.0,start,1
r3_10,338636406411,1069.8,end,1
truck,338832149040,2573.0,wait,1
r3_10,338832149040,2573.0,start,1
r3_10,338832149040,2573.0,end,1
truck,339368834891,3963.0000000000005,wait,4
r3_10,339368834891,3963.0000000000005,start,4
r3_10,339368834891,3967.8000000000006,end,4
truck,338464549289,7120.0,wait,2
r3_10,338464549289,7120.0,start,2
r3_10,338464549289,7120.0,end,2
truck,338102268223,12482.0,wait,13
r3_10,338102268223,12482.0,start,13
r3_10,338102268223,12515.599999999995,end,13
truck,338752277965,17094.0,wait,25
r3_10,338752277965,17094.0,start,25
r3_10,338752277965,17117.999999999996,end,25
truck,338780932178,20775.0,wait,34
r3_10,338780932178,20775.0,start,34
r3_10,338780932178,20779.8,end,34
truck,338087748646,26686.0,wait,1
r3_10,338087748646,26686.0,start,1
r3_10,338087748646,26690.8,end,1
truck,338087748646,27604.0,wait,1
r3_10,338087748646,27604.0,start,1
r3_10,338087748646,27608.8,end,1
truck,339909707626,36204.0,wait,2
r3_10,339909707626,36204.0,start,2
r3_10,339909707626,36208.8,end,2
truck,338937755172,0.0,wait,78
r4_1,338937755172,0.0,start,78
r4_1,338937755172,0.0,end,78
truck,336906067828,1075.0,wait,4
r4_1,336906067828,1075.0,start,4
r4_1,336906067828,1084.6,end,4
truck,338832149040,2587.0,wait,1
r4_1,338832149040,2587.0,start,1
r4_1,338832149040,2587.0,end,1
truck,338642438183,4040.0000000000005,wait,2
r4_1,338642438183,4040.0000000000005,start,2
r4_1,338642438183,4044.8000000000006,end,2
truck,339142945980,7361.000000000001,wait,14
r4_1,339142945980,7361.000000000001,start,14
r4_1,339142945980,7365.800000000001,end,14
truck,339459818784,12643.0,wait,24
r4_1,339459818784,12643.0,start,24
r4_1,339459818784,12700.599999999991,end,24
truck,338923302053,17361.0,wait,36
r4_1,338923302053,17361.0,start,36
r4_1,338923302053,17365.8,end,36
truck,338748416764,20910.0,wait,368
r4_1,338748416764,20910.0,start,368
r4_1,338748416764,21793.199999999866,end,368
truck,338087748646,26736.0,wait,1
r4_1,338087748646,26736.0,start,1
r4_1,338087748646,26740.8,end,1
truck,338087748646,27748.0,wait,1
r4_1,338087748646,27748.0,start,1
r4_1,338087748646,27752.8,end,1
truck,339093975335,0.0,wait,1
r4_2,339093975335,0.0,start,1
r4_2,339093975335,4.8,end,1
truck,334223591116,1564.0,wait,14
r4_2,334223591116,1564.0,start,14
r4_2,334223591116,1597.5999999999997,end,14
truck,338832149040,2756.0,wait,1
r4_2,338832149040,2756.0,start,1
r4_2,338832149040,2756.0,end,1
truck,336984680125,4874.0,wait,126
r4_2,336984680125,4874.0,start,126
r4_2,336984680125,4883.6,end,126
truck,339369060958,8287.0,wait,38
r4_2,339369060958,8287.0,start,38
r4_2,339369060958,8287.0,end,38
truck,334591692115,14007.0,wait,2
r4_2,334591692115,14007.0,start,2
r4_2,334591692115,14011.8,end,2
truck,338026600657,18503.0,wait,61
r4_2,338026600657,18503.0,start,61
r4_2,338026600657,18503.0,end,61
truck,338217226612,23982.0,wait,9
r4_2,338217226612,23982.0,start,9
r4_2,338217226612,23982.0,end,9
truck,338087748646,26805.0,wait,1
r4_2,338087748646,26805.0,start,1
r4_2,338087748646,26809.8,end,1
truck,339213259153,27836.0,wait,14
r4_2,339213259153,27836.0,start,14
r4_2,339213259153,27869.599999999995,end,14
truck,339093975353,0.0,wait,2
r4_3,339093975353,0.0,start,2
r4_3,339093975353,4.8,end,2
truck,338886312023,1826.0000000000002,wait,2
r4_3,338886312023,1826.0000000000002,start,2
r4_3,338886312023,1830.8000000000002,end,2
truck,336907611034,2762.0,wait,38
r4_3,336907611034,2762.0,start,38
r4_3,336907611034,2853.2000000000035,end,38
truck,338748416746,5113.0,wait,240
r4_3,338748416746,5113.0,start,240
r4_3,338748416746,5689.000000000022,end,240
truck,338087748512,9489.0,wait,52
r4_3,338087748512,9489.0,start,52
r4_3,338087748512,9498.599999999999,end,52
truck,339093885479,15136.000000000002,wait,2
r4_3,339093885479,15136.000000000002,start,2
r4_3,339093885479,15140.800000000001,end,2
truck,338217226597,19268.0,wait,19
r4_3,338217226597,19268.0,start,19
r4_3,338217226597,19268.0,end,19
truck,338896090442,25847.0,wait,1
r4_3,338896090442,25847.0,start,1
r4_3,338896090442,25847.0,end,1
truck,338087748646,27120.0,wait,1
r4_3,338087748646,27120.0,start,1
r4_3,338087748646,27124.8,end,1
truck,334191209703,34493.0,wait,3
r4_3,334191209703,34493.0,start,3
r4_3,334191209703,34502.600000000006,end,3
truck,339142587836,0.0,wait,1
r4_4,339142587836,0.0,start,1
r4_4,339142587836,0.0,end,1
truck,339218130711,1110.0,wait,2
r4_4,339218130711,1110.0,start,2
r4_4,339218130711,1114.8,end,2
truck,336984782337,2613.0,wait,6
r4_4,336984782337,2613.0,start,6
r4_4,336984782337,2627.4000000000005,end,6
truck,338217226588,4080.0000000000005,wait,17
r4_4,338217226588,4080.0000000000005,start,17
r4_4,338217226588,4080.0000000000005,end,17
truck,338918704717,7385.000000000001,wait,4
r4_4,338918704717,7385.000000000001,start,4
r4_4,338918704717,7394.600000000001,end,4
truck,338839490577,13399.0,wait,129
r4_4,338839490577,13399.0,start,129
r4_4,338839490577,13710.999999999953,end,129
truck,338693137210,17976.0,wait,11
r4_4,338693137210,17976.0,start,11
r4_4,338693137210,17990.399999999998,end,11
truck,338230600149,23222.0,wait,11
r4_4,338230600149,23222.0,start,11
r4_4,338230600149,23222.0,end,11
truck,338087748646,26776.0,wait,1
r4_4,338087748646,26776.0,start,1
r4_4,338087748646,26780.8,end,1
truck,338087748646,27767.0,wait,1
r4_4,338087748646,27767.0,start,1
r4_4,338087748646,27771.8,end,1
truck,339219318518,0.0,wait,9
r4_5,339219318518,0.0,start,9
r4_5,339219318518,0.0,end,9
truck,338719377207,1118.0,wait,1
r4_5,338719377207,1118.0,start,1
r4_5,338719377207,1118.0,end,1
truck,339219188993,2653.0,wait,1
r4_5,339219188993,2653.0,start,1
r4_5,339219188993,2653.0,end,1
truck,338214505788,4107.0,wait,1
r4_5,338214505788,4107.0,start,1
r4_5,338214505788,4111.8,end,1
truck,338021737365,7479.000000000001,wait,11
r4_5,338021737365,7479.000000000001,start,11
r4_5,338021737365,7507.800000000002,end,11
truck,338067989985,13484.0,wait,12
r4_5,338067989985,13484.0,start,12
r4_5,338067989985,13488.8,end,12
truck,339226149406,17470.0,wait,48
r4_5,339226149406,17470.0,start,48
r4_5,339226149406,17585.199999999983,end,48
truck,338835112424,21211.0,wait,70
r4_5,338835112424,21211.0,start,70
r4_5,338835112424,21378.999999999975,end,70
truck,338087748646,26729.0,wait,1
r4_5,338087748646,26729.0,start,1
r4_5,338087748646,26733.8,end,1
truck,338087748646,27656.0,wait,1
r4_5,338087748646,27656.0,start,1
r4_5,338087748646,27660.8,end,1
truck,338865051365,46851.0,wait,3
r4_5,338865051365,46851.0,start,3
r4_5,338865051365,46860.600000000006,end,3
truck,339393229077,0.0,wait,1
r4_6,339393229077,0.0,start,1
r4_6,339393229077,4.8,end,1
truck,339616204483,1855.0000000000002,wait,1
r4_6,339616204483,1855.0000000000002,start,1
r4_6,339616204483,1859.8000000000002,end,1
truck,338832149040,2771.0,wait,1
r4_6,338832149040,2771.0,start,1
r4_6,338832149040,2771.0,end,1
truck,338554357456,4914.0,wait,10
r4_6,338554357456,4914.0,start,10
