equipment_id,truck_id,time_stamp,action,store_size
r4_6,338554357456,4914.0,end,10
truck,338067989994,8570.0,wait,152
r4_6,338067989994,8570.0,start,152
r4_6,338067989994,8613.199999999993,end,152
truck,336991872063,14428.0,wait,7
r4_6,336991872063,14428.0,start,7
r4_6,336991872063,14447.199999999997,end,7
truck,338554326897,18555.0,wait,6
r4_6,338554326897,18555.0,start,6
r4_6,338554326897,18555.0,end,6
truck,338937755206,23992.0,wait,48
r4_6,338937755206,23992.0,start,48
r4_6,338937755206,23996.8,end,48
truck,338087748646,26809.0,wait,1
r4_6,338087748646,26809.0,start,1
r4_6,338087748646,26813.8,end,1
truck,338087748646,27906.0,wait,1
r4_6,338087748646,27906.0,start,1
r4_6,338087748646,27910.8,end,1
truck,339396200630,0.0,wait,6
r4_7,339396200630,0.0,start,6
r4_7,339396200630,4.8,end,6
truck,338701908983,1869.0000000000002,wait,2
r4_7,338701908983,1869.0000000000002,start,2
r4_7,338701908983,1873.8000000000002,end,2
truck,338832149040,2778.0,wait,1
r4_7,338832149040,2778.0,start,1
r4_7,338832149040,2778.0,end,1
truck,336991872072,4953.0,wait,3
r4_7,336991872072,4953.0,start,3
r4_7,336991872072,4957.8,end,3
truck,334157941651,8992.0,wait,1
r4_7,334157941651,8992.0,start,1
r4_7,334157941651,8996.8,end,1
truck,338196782331,14604.000000000002,wait,16
r4_7,338196782331,14604.000000000002,start,16
r4_7,338196782331,14604.000000000002,end,16
truck,338554357508,18598.0,wait,18
r4_7,338554357508,18598.0,start,18
r4_7,338554357508,18598.0,end,18
truck,339459818793,24008.0,wait,1
r4_7,339459818793,24008.0,start,1
r4_7,339459818793,24012.8,end,1
truck,338087748646,26816.0,wait,1
r4_7,338087748646,26816.0,start,1
r4_7,338087748646,26820.8,end,1
truck,336320053885,27927.0,wait,19
r4_7,336320053885,27927.0,start,19
r4_7,336320053885,27931.8,end,19
truck,339396204019,0.0,wait,1
r4_8,339396204019,0.0,start,1
r4_8,339396204019,4.8,end,1
truck,336706044799,1896.0000000000002,wait,39
r4_8,336706044799,1896.0000000000002,start,39
r4_8,336706044799,1910.4,end,39
truck,338832149040,2795.0,wait,1
r4_8,338832149040,2795.0,start,1
r4_8,338832149040,2795.0,end,1
truck,339142587863,5027.0,wait,10
r4_8,339142587863,5027.0,start,10
r4_8,339142587863,5051.000000000001,end,10
truck,339909736328,9091.0,wait,8
r4_8,339909736328,9091.0,start,8
r4_8,339909736328,9095.8,end,8
truck,338918704666,14796.000000000002,wait,14
r4_8,338918704666,14796.000000000002,start,14
r4_8,338918704666,14829.599999999997,end,14
truck,339217829273,18767.0,wait,4
r4_8,339217829273,18767.0,start,4
r4_8,339217829273,18776.6,end,4
truck,338896090442,25034.0,wait,1
r4_8,338896090442,25034.0,start,1
r4_8,338896090442,25034.0,end,1
truck,338087748646,27019.0,wait,1
r4_8,338087748646,27019.0,start,1
r4_8,338087748646,27023.8,end,1
truck,338780932239,31132.000000000004,wait,54
r4_8,338780932239,31132.000000000004,start,54
r4_8,338780932239,31136.800000000003,end,54
truck,339396206072,0.0,wait,3
r4_9,339396206072,0.0,start,3
r4_9,339396206072,9.6,end,3
truck,338213715792,2296.0,wait,1
r4_9,338213715792,2296.0,start,1
r4_9,338213715792,2300.8,end,1
truck,338095095246,3074.0,wait,10
r4_9,338095095246,3074.0,start,10
r4_9,338095095246,3098.000000000001,end,10
truck,339226149373,5778.0,wait,1
r4_9,339226149373,5778.0,start,1
r4_9,339226149373,5778.0,end,1
truck,336998614082,9539.0,wait,3
r4_9,336998614082,9539.0,start,3
r4_9,336998614082,9548.599999999999,end,3
truck,338022272209,15699.000000000002,wait,5
r4_9,338022272209,15699.000000000002,start,5
r4_9,338022272209,15699.000000000002,end,5
truck,339737752417,19318.0,wait,12
r4_9,339737752417,19318.0,start,12
r4_9,339737752417,19318.0,end,12
truck,338896090442,25868.0,wait,1
r4_9,338896090442,25868.0,start,1
r4_9,338896090442,25868.0,end,1
truck,338087748646,27133.0,wait,1
r4_9,338087748646,27133.0,start,1
r4_9,338087748646,27137.8,end,1
truck,334191209703,35019.0,wait,1
r4_9,334191209703,35019.0,start,1
r4_9,334191209703,35023.8,end,1
truck,339397716152,0.0,wait,7
r4_10,339397716152,0.0,start,7
r4_10,339397716152,19.2,end,7
truck,339742107122,2308.0,wait,4
r4_10,339742107122,2308.0,start,4
r4_10,339742107122,2317.6000000000004,end,4
truck,338861539073,3137.0,wait,136
r4_10,338861539073,3137.0,start,136
r4_10,338861539073,3156.2000000000007,end,136
truck,336993954212,5976.0,wait,106
r4_10,336993954212,5976.0,start,106
r4_10,336993954212,5976.0,end,106
truck,338937755163,9550.0,wait,53
r4_10,338937755163,9550.0,start,53
r4_10,338937755163,9550.0,end,53
truck,339396204213,15836.000000000002,wait,13
r4_10,339396204213,15836.000000000002,start,13
r4_10,339396204213,15845.6,end,13
truck,338807351084,19361.0,wait,58
r4_10,338807351084,19361.0,start,58
r4_10,338807351084,19361.0,end,58
truck,338896090442,25899.0,wait,1
r4_10,338896090442,25899.0,start,1
r4_10,338896090442,25899.0,end,1
truck,338087748646,27148.0,wait,1
r4_10,338087748646,27148.0,start,1
r4_10,338087748646,27152.8,end,1
truck,334191209703,35061.0,wait,1
r4_10,334191209703,35061.0,start,1
r4_10,334191209703,35065.8,end,1
truck,339909736364,0.0,wait,1
r5_1,339909736364,0.0,start,1
r5_1,339909736364,4.8,end,1
truck,338840451451,1907.0000000000002,wait,1
r5_1,338840451451,1907.0000000000002,start,1
r5_1,338840451451,1911.8000000000002,end,1
truck,338832149040,2837.0,wait,1
r5_1,338832149040,2837.0,start,1
r5_1,338832149040,2837.0,end,1
truck,339344010203,5051.0,wait,23
r5_1,339344010203,5051.0,start,23
r5_1,339344010203,5051.0,end,23
truck,336991873650,9078.0,wait,46
r5_1,336991873650,9078.0,start,46
r5_1,336991873650,9078.0,end,46
truck,338026691256,14788.000000000002,wait,12
r5_1,338026691256,14788.000000000002,start,12
r5_1,338026691256,14792.800000000001,end,12
truck,338721330861,18735.0,wait,107
r5_1,338721330861,18735.0,start,107
r5_1,338721330861,18744.6,end,107
truck,338896090442,24946.0,wait,1
r5_1,338896090442,24946.0,start,1
r5_1,338896090442,24946.0,end,1
truck,338087748646,26989.0,wait,1
r5_1,338087748646,26989.0,start,1
r5_1,338087748646,26993.8,end,1
truck,338780932220,30958.000000000004,wait,65
r5_1,338780932220,30958.000000000004,start,65
r5_1,338780932220,30972.4,end,65
truck,338832096198,85.0,wait,25
r5_2,338832096198,85.0,start,25
r5_2,338832096198,147.40000000000003,end,25
truck,339220901527,2339.0,wait,1
r5_2,339220901527,2339.0,start,1
r5_2,339220901527,2339.0,end,1
truck,338721330995,3260.0,wait,110
r5_2,338721330995,3260.0,start,110
r5_2,338721330995,3269.6000000000004,end,110
truck,339396547101,6197.0,wait,134
r5_2,339396547101,6197.0,start,134
r5_2,339396547101,6206.6,end,134
truck,338636429923,9702.0,wait,2
r5_2,338636429923,9702.0,start,2
r5_2,338636429923,9702.0,end,2
truck,339369552877,15875.000000000002,wait,1
r5_2,339369552877,15875.000000000002,start,1
r5_2,339369552877,15875.000000000002,end,1
truck,334157941679,19387.0,wait,4
r5_2,334157941679,19387.0,start,4
r5_2,334157941679,19396.6,end,4
truck,338087748646,25910.0,wait,1
r5_2,338087748646,25910.0,start,1
r5_2,338087748646,25914.8,end,1
truck,338087748646,27160.0,wait,2
r5_2,338087748646,27160.0,start,2
r5_2,338087748646,27164.8,end,2
truck,339641674741,35343.0,wait,12
r5_2,339641674741,35343.0,start,12
r5_2,339641674741,35343.0,end,12
truck,339741674233,219.0,wait,2
r5_3,339741674233,219.0,start,2
r5_3,339741674233,223.8,end,2
truck,338832149040,2405.0,wait,1
r5_3,338832149040,2405.0,start,1
r5_3,338832149040,2405.0,end,1
truck,338021727390,3714.0000000000005,wait,30
r5_3,338021727390,3714.0000000000005,start,30
r5_3,338021727390,3714.0000000000005,end,30
truck,338918663241,6844.0,wait,54
r5_3,338918663241,6844.0,start,54
r5_3,338918663241,6848.8,end,54
truck,338006672397,11390.0,wait,1
r5_3,338006672397,11390.0,start,1
r5_3,338006672397,11394.8,end,1
truck,338245102329,16407.0,wait,12
r5_3,338245102329,16407.0,start,12
r5_3,338245102329,16407.0,end,12
truck,336998614161,19900.0,wait,3
r5_3,336998614161,19900.0,start,3
r5_3,336998614161,19909.6,end,3
truck,338087748646,26318.0,wait,2
r5_3,338087748646,26318.0,start,2
r5_3,338087748646,26322.8,end,2
truck,338087748646,27309.0,wait,1
r5_3,338087748646,27309.0,start,1
r5_3,338087748646,27313.8,end,1
truck,336625787836,35962.0,wait,19
r5_3,336625787836,35962.0,start,19
r5_3,336625787836,35962.0,end,19
truck,338508387950,247.00000000000003,wait,1
r5_4,338508387950,247.00000000000003,start,1
r5_4,338508387950,247.00000000000003,end,1
truck,338701843105,2444.0,wait,13
r5_4,338701843105,2444.0,start,13
r5_4,338701843105,2444.0,end,13
truck,339396547068,3783.0000000000005,wait,3
r5_4,339396547068,3783.0000000000005,start,3
r5_4,339396547068,3792.600000000001,end,3
truck,336344177634,6962.0,wait,2
r5_4,336344177634,6962.0,start,2
r5_4,336344177634,6966.8,end,2
truck,338780932196,12351.0,wait,52
r5_4,338780932196,12351.0,start,52
r5_4,338780932196,12351.0,end,52
truck,338021727423,16439.0,wait,1
r5_4,338021727423,16439.0,start,1
r5_4,338021727423,16443.8,end,1
truck,339731020485,20148.0,wait,16
r5_4,339731020485,20148.0,start,16
r5_4,339731020485,20162.399999999998,end,16
truck,338087748646,26328.0,wait,1
r5_4,338087748646,26328.0,start,1
r5_4,338087748646,26332.8,end,1
truck,338087748646,27311.0,wait,1
r5_4,338087748646,27311.0,start,1
r5_4,338087748646,27315.8,end,1
truck,336991872063,36204.0,wait,5
r5_4,336991872063,36204.0,start,5
r5_4,336991872063,36218.40000000001,end,5
